title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
그랜드 하얏트 서울,서울특별시 용산구 소월로 322,126.9974672756,37.5396549325,02-797-1234,B02,B0201,B02010100,142733,32,숙박
그루브하우스,서울특별시 동대문구 서울시립대로25길 10 (전농동),127.0522138438,37.5827620188,010-7656-3228,B02,B0201,B02011100,3438659,32,숙박
글래드 강남 코엑스센터,서울특별시 강남구 테헤란로 610 (대치동),127.0645564837,37.5088763790,,B02,B0201,B02010100,3514681,32,숙박
글래드 마포,서울특별시 마포구 마포대로 92 (도화동),126.9508880827,37.5433286707,,B02,B0201,B02010100,3465927,32,숙박
글래드 여의도,서울특별시 영등포구 의사당대로 16 (여의도동),126.9172804818,37.5274632459,,B02,B0201,B02010100,3492920,32,숙박
김치다운타운 게스트하우스 1B,서울특별시 서대문구 서소문로 43-45,126.9649724176,37.5607518982,010-6810-7365,B02,B0201,B02011100,2569038,32,숙박
김치한옥게스트하우스,서울특별시 종로구 자하문로5가길 11,126.9710824810,37.5780972142,010-7797-6062,B02,B0201,B02011600,2572845,32,숙박
나나랜드(NaNa Land),서울특별시 광진구 아차산로28길 20-4,127.0661998989,37.5398894739,010-9734-5464,B02,B0201,B02011100,2610984,32,숙박
나루게스트하우스,서울특별시 마포구 양화로12길 8-12,126.9179214153,37.5513826997,"010-9992-1888, 010-9778-6518",B02,B0201,B02011100,2576469,32,숙박
나무호텔,서울특별시 광진구 아차산로76가길 12 (광장동),127.1072153970,37.5473643444,02-456-3271,B02,B0201,B02010100,3303810,32,숙박
나비호스텔,서울특별시 마포구 양화로 177-1,126.9247400491,37.5580626011,02-3142-8889,B02,B0201,B02011100,2607806,32,숙박
나이아가라호텔,서울특별시 강서구 양천로 743,126.8786333892,37.5492794642,02-3660-4000,B02,B0201,B02010100,143130,32,숙박
나인브릭호텔,서울특별시 마포구 홍익로5길 32 (서교동),126.9205849920,37.5538352404,,B02,B0201,B02010100,2918636,32,숙박
나인트리 프리미어 로카우스 호텔 서울 용산,서울특별시 용산구 한강대로23길 25 (한강로3가),126.9643650746,37.5276946173,,B02,B0201,B02010100,3076518,32,숙박
나인트리호텔 동대문,서울특별시 중구 을지로 224 (을지로5가),127.0029493450,37.5666657811,,B02,B0201,B02010100,3079823,32,숙박
나인트리호텔 명동,서울특별시 중구 명동10길 51,126.9860454719,37.5616410620,02-750-0999,B02,B0201,B02010100,1800943,32,숙박
남산호스텔,서울특별시 중구 퇴계로18길 67,126.9846040375,37.5580831159,02-778-7800,B02,B0201,B02011100,2487684,32,숙박
남현당,서울특별시 종로구 삼일대로 446-15,126.9881310293,37.5744812737,02-2659-8788,B02,B0201,B02011600,1868919,32,숙박
노보텔 스위트 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,,B02,B0201,B02010100,3387475,32,숙박
노보텔 앰배서더 강남,서울특별시 강남구 봉은사로 130,127.0290348148,37.5054150317,02-567-1101,B02,B0201,B02010100,142721,32,숙박
노보텔 앰배서더 서울 동대문 호텔 & 레지던스,서울특별시 중구 을지로 238 (을지로6가),127.0043936669,37.5663519553,,B02,B0201,B02010100,3337233,32,숙박
노보텔 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),126.9630345182,37.5320052033,,B02,B0201,B02010100,3387114,32,숙박
노스텔지어,서울특별시 종로구 북촌로11가길 5 (가회동),126.9841756164,37.5821719756,02-3673-3666,B02,B0201,B02011600,3072191,32,숙박
누와,서울특별시 종로구 필운대로5나길 3-1,126.9677966258,37.5796303100,010–2429-0381,B02,B0201,B02011600,2707440,32,숙박
누하당,서울특별시 종로구 필운대로 49-7,126.9681271310,37.5803496768,010-4347-5768,B02,B0201,B02011600,2465474,32,숙박
뉴서울호텔,서울특별시 중구 세종대로22길 16,126.9781960083,37.5679762959,02-735-8800,B02,B0201,B02010100,142740,32,숙박
뉴천지호텔,서울특별시 중구 을지로38길 20,127.0033243330,37.5658881006,02-2265-6131,B02,B0201,B02010100,142763,32,숙박
능마루게스트하우스(Nungmaru Guesthouse),서울특별시 중구 퇴계로20나길 2-15,126.9852928439,37.5587830470,"02-456-2338, 02-753-8080",B02,B0201,B02011100,2570238,32,숙박
니트하우스,서울특별시 마포구 양화로15안길 7,126.9190017894,37.5543268216,,B02,B0201,B02011100,2700281,32,숙박
다산하우스,서울특별시 강서구 송정로 70,126.8099920982,37.5610157646,010-6821-5028,B02,B0201,B02011100,2608491,32,숙박
다자연 게스트하우스,서울특별시 종로구 율곡로10길 81-3,126.9918362628,37.5739508464,010-7131-9685,B02,B0201,B02011100,2465524,32,숙박
담소정[한국관광 품질인증/Korea Quality],서울특별시 종로구 북촌로9길 16-2,126.9842978496,37.5813970676,010-3749-9550,B02,B0201,B02011600,1870779,32,숙박
대우모텔[한국관광 품질인증/Korea Quality],서울특별시 중구 세종대로14길 22-2,126.9778489655,37.5627574515,02-755-8067,B02,B0201,B02010900,2593577,32,숙박
더 플라자 (THE PLAZA),서울특별시 중구 소공로 119,126.9780822232,37.5646794550,02-771-2200,B02,B0201,B02010100,142725,32,숙박
더리버사이드 호텔,서울특별시 서초구 강남대로107길 6,127.0180965434,37.5187882827,02-6710-1100,B02,B0201,B02010100,984650,32,숙박
더리센츠호텔 동대문,서울특별시 동대문구 천호대로 383 (장안동),127.0616663412,37.5623478944,,B02,B0201,B02010100,3076176,32,숙박
더메이 포레스트빌,서울특별시 중구 장충단로8길 11-12,127.0073907279,37.5624163549,010-9291-9961,B02,B0201,B02011100,2576342,32,숙박
더메이하우스,서울특별시 서대문구 성산로7길 11,126.9191652788,37.5679474641,010-3086-9961,B02,B0201,B02011100,2569138,32,숙박
더파더스,서울특별시 종로구 창경궁로 231 (명륜4가),126.9980493367,37.5827082736,0507-1383-6317,B02,B0201,B02011100,3101922,32,숙박
더퍼스트스테이 호텔,서울특별시 강서구 마곡동로4길 23 (마곡동),126.8362119654,37.5596969407,02-2600-8300,B02,B0201,B02010100,2528110,32,숙박
더휴식 누베르 서울 이태원점,서울특별시 용산구 우사단로14길 11 (이태원동),126.9963480845,37.5343166442,,B02,B0201,B02010900,3483874,32,숙박
더휴식 심도 호텔 앤 스파 신림역점,서울특별시 관악구 남부순환로181길 7 (신림동),126.9309248799,37.4849767581,,B02,B0201,B02010900,3485369,32,숙박
더휴식 아늑호텔 신촌점,서울특별시 서대문구 연세로2길 49 (창천동),126.9394887448,37.5566685829,,B02,B0201,B02010900,3483920,32,숙박
더휴식 아늑호텔 홍대점,서울특별시 마포구 동교로 162-7 (서교동),126.9203877378,37.5556128081,,B02,B0201,B02010900,3485523,32,숙박
덕선재[한국관광 품질인증/Korea Quality],서울특별시 은평구 연서로50길 17-1,126.9396085860,37.6403644085,0507-1379-0097,B02,B0201,B02011600,2695752,32,숙박
데님호텔,서울특별시 강남구 논현로 66 (개포동),127.0466701464,37.4762465124,,B02,B0201,B02010100,3075145,32,숙박
동서울 관광호텔,서울특별시 광진구 구의강변로 38,127.0919227187,37.5342239288,02-455-1100,B02,B0201,B02010100,142719,32,숙박
동화킴스관광호텔,서울특별시 종로구 평창문화로 136,126.9751367762,37.6095047467,02-379-0520,B02,B0201,B02010100,143005,32,숙박
두리 게스트 하우스(두리 게스트하우스),서울특별시 성북구 회기로 5-8,127.0371538525,37.5916412712,010-4106-1416,B02,B0201,B02011100,2569926,32,숙박
둥글하우스 (Doonggle House),서울특별시 관악구 남부순환로247가길 22,126.9654608369,37.4774199202,070-4790-8641,B02,B0201,B02011100,2608495,32,숙박
드어반관광호텔,서울특별시 강서구 곰달래로24길 35,126.8473923624,37.5290562581,0507-1418-6393,B02,B0201,B02010100,1801311,32,숙박
디비하우스,서울특별시 은평구 서오릉로 100 (대조동),126.9209472896,37.6089760580,010-7532-1711,B02,B0201,B02010700,3103189,32,숙박
딜라이트 호텔 (HOTEL DELIGHT),서울특별시 송파구 오금로11길 21-9,127.1071912285,37.5181843998,02-414-1263,B02,B0201,B02010100,2504658,32,숙박
라마다 호텔앤스위트 서울남대문,서울특별시 중구 칠패로 27,126.9720106869,37.5599882243,070-7730-9502,B02,B0201,B02010100,2708334,32,숙박
라마다호텔 동대문,서울특별시 중구 동호로 354,127.0028215990,37.5659630830,02-2276-3500,B02,B0201,B02010100,1503517,32,숙박
라바호텔,서울특별시 서초구 효령로53길 40 (서초동),127.0136311949,37.4865502789,,B02,B0201,B02010900,3084396,32,숙박
라이즈오토그래프컬렉션,서울특별시 마포구 양화로 130 (서교동),126.9212210297,37.5543879654,,B02,B0201,B02010100,2905416,32,숙박
라이크유[한국관광 품질인증/Korea Quality],서울특별시 마포구 와우산로35길 53,126.9278870311,37.5564295139,010-4244-0608,B02,B0201,B02011100,2531431,32,숙박
라이프스타일 F호텔,서울특별시 영등포구 경인로108길 8,126.9112341004,37.5171809991,02-2675-1984,B02,B0201,B02010900,509241,32,숙박
라자호텔,서울특별시 송파구 오금로11길 11-21,127.1082634313,37.5154402929,02-425-6700,B02,B0201,B02010900,136310,32,숙박
락고재 서울 북촌 한옥호텔,서울특별시 종로구 계동길 49-23,126.9860754996,37.5801833520,02-742-3410,B02,B0201,B02010100,2700971,32,숙박
락이당[한국관광 품질인증/Korea Quality],서울특별시 종로구 계동길 121 121북촌,126.9867475868,37.5827858390,0507-1358-3701,B02,B0201,B02011600,2950473,32,숙박
레드,서울특별시 중구 소공로6길 32,126.9847595700,37.5583997489,010-3748-3902,B02,B0201,B02011100,2576479,32,숙박
레스케이프 호텔(L’Escape Hotel),서울특별시 중구 퇴계로 67,126.9795572285,37.5597189467,02-317-4000,B02,B0201,B02010100,2586384,32,숙박
레이지폭스,서울특별시 마포구 양화로7길 66,126.9139772681,37.5535740414,"010-4575-2413, 02-324-2413",B02,B0201,B02011100,2576453,32,숙박
레인보우호텔,서울특별시 용산구 한강대로71길 48,126.9721584183,37.5414987089,02-792-9993~4,B02,B0201,B02010900,1834542,32,숙박
렉스관광호텔,서울특별시 강남구 강남대로 588 (논현동),127.0205464440,37.5144221668,,B02,B0201,B02010100,3080539,32,숙박
렉스호텔,서울특별시 중구 퇴계로10길 23,126.9809682400,37.5587135331,02-752-3191,B02,B0201,B02010100,142979,32,숙박
로사나부티크호텔,서울특별시 송파구 삼학사로 98 (석촌동),127.0975757814,37.5060550786,,B02,B0201,B02010900,3076237,32,숙박
로얄 홈스테이(로얄홈스테이),서울특별시 서초구 남부순환로 2183,126.9912835604,37.4748123521,010-9054-0239,B02,B0201,B02011100,2569543,32,숙박
로얄스퀘어호텔,서울특별시 강서구 공항대로 30,126.8103254099,37.5607102509,,B02,B0201,B02011100,2634434,32,숙박
로얄호텔서울,서울특별시 중구 명동길 61 (명동1가),126.9857148773,37.5640963258,02-756-1112,B02,B0201,B02010100,142723,32,숙박
롯데시티호텔 구로,서울특별시 구로구 디지털로 300,126.8966252225,37.4850844673,02-6210-1000,B02,B0201,B02010100,2505908,32,숙박
롯데시티호텔 김포공항,서울특별시 강서구 하늘길 38,126.8029424505,37.5713561035,02-6116-1000,B02,B0201,B02010100,1556008,32,숙박
롯데시티호텔 마포,서울특별시 마포구 마포대로 109,126.9512685547,37.5450590314,02-6009-1000,B02,B0201,B02010100,990208,32,숙박
롯데시티호텔 명동,서울특별시 중구 삼일대로 362,126.9880590273,37.5669377042,02-6112-1000,B02,B0201,B02010100,2504510,32,숙박
롯데호텔 L7 강남,서울특별시 강남구 테헤란로 415,127.0516660784,37.5057681749,02-2077-1000,B02,B0201,B02010100,2548198,32,숙박
롯데호텔 L7 명동,서울특별시 중구 퇴계로 137,126.9848482845,37.5642712902,02-6310-1000,B02,B0201,B02010100,2504463,32,숙박
롯데호텔 L7홍대,서울특별시 마포구 양화로 141 롯데호텔 L7홍대,126.9216848363,37.5558072531,,B02,B0201,B02010100,2907142,32,숙박
롯데호텔 월드,서울특별시 송파구 올림픽로 240 롯데월드,127.0976311526,37.5123821225,02-419-7000,B02,B0201,B02010100,142766,32,숙박
롯데호텔서울,서울특별시 중구 을지로 30 롯데호텔,126.9810458210,37.5654016461,02-771-1000,B02,B0201,B02010100,142729,32,숙박
르메르디앙 서울 명동,서울특별시 중구 명동8나길 38 (충무로1가),126.9827124411,37.5616882190,,B02,B0201,B02010100,3341540,32,숙박
르아브르,서울특별시 강서구 까치산로 83,126.8475613135,37.5460598395,02-2606-9552,B02,B0201,B02010900,136577,32,숙박
리버뷰(River View)[한국관광 품질인증/Korea Quality],서울특별시 성동구 독서당로 191,127.0114686763,37.5432464331,,B02,B0201,B02011600,2592460,32,숙박
리버사이드게스트하우스,서울특별시 광진구 뚝섬로 702-4,127.0873259497,37.5329878783,010-2350-8887,B02,B0201,B02011100,2650639,32,숙박
리재,서울특별시 중구 퇴계로68길 14 (광희동2가),127.0097710247,37.5638912266,010-4972-6903,B02,B0201,B02010700,3103188,32,숙박
리치다이아몬드호텔,서울특별시 강북구 삼양로 500-18,127.0156236669,37.6476399283,02-905-9131,B02,B0201,B02010100,1990929,32,숙박
리치웰호텔,서울특별시 강남구 테헤란로37길 13-10 (역삼동),127.0398394545,37.5030238367,,B02,B0201,B02010900,3075205,32,숙박
린다픽,서울특별시 용산구 이태원로23길 26-5,126.9922206404,37.5358052852,0507-1326-4206,B02,B0201,B02011100,2804387,32,숙박
마리호텔,서울특별시 강동구 양재대로111길 28 (길동),127.1381489723,37.5375465985,0507-1348-0942,B02,B0201,B02010100,3469416,32,숙박
마이러블리티(NANAHOUSE(나나하우스)),서울특별시 강서구 공항대로5길 34,126.8129890254,37.5617935056,010-8848-0909,B02,B0201,B02011100,2608494,32,숙박
맹그로브 동대문,서울특별시 중구 퇴계로 334 (광희동2가),127.0087377770,37.5641772856,,B02,B0201,B02010100,3379704,32,숙박
맹그로브 신설,서울특별시 동대문구 왕산로 22 (신설동),127.0260886324,37.5762289745,,B02,B0201,B02010100,3379735,32,숙박
머큐어 앰배서더 서울 홍대,서울특별시 마포구 양화로 144 (동교동),126.9224097820,37.5553962029,,B02,B0201,B02010100,2917226,32,숙박
메리어트 이그제큐티브 아파트먼트 서울 여의도,서울특별시 영등포구 여의대로 8,126.9184999929,37.5211501125,02-2090-8000,B02,B0201,B02010500,1327006,32,숙박
메이플레이스 호텔 서울 동대문,서울특별시 종로구 율곡로 179,126.9987522358,37.5761701570,02-742-8080,B02,B0201,B02010100,2552651,32,숙박
메이필드호텔,서울특별시 강서구 방화대로21길 94,126.8194860451,37.5478813500,02-2660-9000,B02,B0201,B02010100,143066,32,숙박
메종드스테이,서울특별시 종로구 율곡로1길 52-4,126.9811371204,37.5780918396,,B02,B0201,B02010100,2660683,32,숙박
메트로호텔,서울특별시 중구 명동9가길 14,126.9837622461,37.5651989407,02-752-1112,B02,B0201,B02010100,142747,32,숙박
명동게스트하우스 꼬모,서울특별시 중구 퇴계로24길 12,126.9872287304,37.5604773294,02-755-5437,B02,B0201,B02011100,2706686,32,숙박
모꼬지[한국관광 품질인증/Korea Quality],서울특별시 종로구 혜화로16길 13-6,126.9997239545,37.5907990296,02-744-2837,B02,B0201,B02011600,2465875,32,숙박
목시 서울 명동,서울특별시 중구 명동8나길 38 (충무로1가),126.9827124411,37.5616882190,,B02,B0201,B02010100,3341609,32,숙박
미담 한옥 게스트 하우스,서울특별시 종로구 북촌로6길 25-6,126.9863532384,37.5806638566,010-3143-7096,B02,B0201,B02011600,2608499,32,숙박
미로 게스트하우스,서울특별시 마포구 동교로38길 27,126.9255954220,37.5617871840,,B02,B0201,B02011100,2669165,32,숙박
바론드 파리,서울특별시 서대문구 연세로2나길 8,126.9383444070,37.5565769064,02-313-6789,B02,B0201,B02010900,1932529,32,숙박
바투 스테이[한국관광 품질인증/Korea Quality],서울특별시 마포구 연남로1길 67-5,126.9200543377,37.5590457366,010-2335-6755,B02,B0201,B02011100,2950476,32,숙박
반얀트리 클럽 앤 스파 서울,서울특별시 중구 장충단로 60,127.0005250345,37.5501287700,02-2250-8000,B02,B0201,B02010100,1045657,32,숙박
발리관광호텔,서울특별시 강동구 풍성로 210,127.1350300515,37.5291169649,02-488-5911,B02,B0201,B02010100,142787,32,숙박
베니키아 노블 호텔,서울특별시 종로구 율곡로6길 13-3 노블호텔,126.9896808239,37.5767449272,02-742-4025~9,B02,B0201,B02010100,2006842,32,숙박
베니키아 프리미어 호텔 베르누이,서울특별시 구로구 경인로 229,126.8459628260,37.4974237964,02-2683-9000,B02,B0201,B02010100,2010907,32,숙박
베스트웨스턴 프리미어 강남호텔,서울특별시 강남구 봉은사로 139,127.0297902750,37.5063677122,02-6474-2000,B02,B0201,B02010100,143112,32,숙박
베스트웨스턴 프리미어 서울가든호텔,서울특별시 마포구 마포대로 58,126.9483050535,37.5408900188,02-710-7111,B02,B0201,B02010100,142722,32,숙박
보나게스트하우스,"서울특별시 영등포구 영등포로 351 (신길동, 신길동경남아파트)",126.9180196434,37.5153952166,010-4281-1448,B02,B0201,B02011100,3102128,32,숙박
보라보라,서울특별시 용산구 이태원로26길 25-12 (이태원동),126.9939205548,37.5333861525,010-5703-5703,B02,B0201,B02011100,3102095,32,숙박
보보스모텔,서울특별시 영등포구 국회대로54길 41-18,126.9106256808,37.5221859624,02-2676-7118,B02,B0201,B02010900,1964676,32,숙박
보코 서울 강남,서울특별시 강남구 도산대로 144 (논현동),127.0246265322,37.5178162906,,B02,B0201,B02010100,3465527,32,숙박
보코 서울 명동,서울특별시 중구 퇴계로 52 (회현동1가),126.9785601324,37.5584718511,,B02,B0201,B02010100,3395428,32,숙박
복합한옥공간 곳,서울특별시 종로구 계동길 52-11,126.9872920687,37.5797056512,010-3255-1289,B02,B0201,B02011600,2592489,32,숙박
부티크호텔 르릿,서울특별시 중구 장충단로10길 27,127.0064351452,37.5664214284,02-2285-0228,B02,B0201,B02011100,2602525,32,숙박
부티크호텔K 동대문점,서울특별시 동대문구 천호대로 341,127.0576416698,37.5636671132,02-2214-8886,B02,B0201,B02010900,920305,32,숙박
북촌 게스트하우스,서울특별시 종로구 북촌로 20-17,126.9856811352,37.5786279695,,B02,B0201,B02011600,2575836,32,숙박
북촌다락방,서울특별시 종로구 북촌로11가길 27 (가회동),126.9839256220,37.5827802333,0507-1427-3171,B02,B0201,B02011600,3438381,32,숙박
북촌빈관 by 락고재,서울특별시 종로구 북촌로11가길 10 (가회동),126.9842200518,37.5823469553,02-742-3410,B02,B0201,B02011600,3072219,32,숙박
북촌한옥게스트하우스 라온(라온게스트하우스),서울특별시 종로구 율곡로1길 40-11,126.9812037957,37.5775530144,010-6561-3833,B02,B0201,B02011600,2574315,32,숙박
브라운스위트 신촌센트럴,서울특별시 마포구 서강로 137 (노고산동),126.9356085978,37.5547215174,,B02,B0201,B02010900,3023167,32,숙박
비스타 워커힐 서울,서울특별시 광진구 워커힐로 177,127.1107898477,37.5552218298,"02-1670-0005, 1670-0005",B02,B0201,B02010100,143107,32,숙박
비원스테이(비원게스트하우스),서울특별시 종로구 돈화문로11가길 77-4,126.9898919350,37.5760672318,010-9119-6695,B02,B0201,B02011100,2572880,32,숙박
빅 존스 플레이스,서울특별시 강남구 강남대로110길 31-1,127.0273600035,37.5041457045,010-3114-9132,B02,B0201,B02011100,2610892,32,숙박
사월 한옥,서울특별시 성북구 성북로 76-11 (성북동),127.0000238388,37.5939097842,0504-0904-2789,B02,B0201,B02011600,3438431,32,숙박
삼청동 코리아 게스트하우스,서울특별시 종로구 삼청로4길 12-1,126.9820258140,37.5821136107,,B02,B0201,B02011100,2588198,32,숙박
샤갈의 집,서울특별시 관악구 남부순환로247길 14-8,126.9666746399,37.4765478211,010-4262-8641,B02,B0201,B02011100,2608496,32,숙박
샤샤하우스 (SHA SHA House),서울특별시 강남구 봉은사로4길 6,127.0259962314,37.5044067609,010-4244-9203,B02,B0201,B02011100,2610944,32,숙박
서울 명동 게스트하우스(Myeongdong guesthouse),서울특별시 중구 퇴계로24길 2-7,126.9867482137,37.5606578553,010-8701-8000,B02,B0201,B02011100,2608121,32,숙박
서울 선샤인호텔,서울특별시 강남구 도산대로 205,127.0287871848,37.5206271494,02-548-8222,B02,B0201,B02010100,142712,32,숙박
서울 성북 홈스테이,서울특별시 성북구 화랑로 76,127.0404421537,37.6017901504,010-2227-9627,B02,B0201,B02011100,2574202,32,숙박
서울 엔 호스텔,서울특별시 중구 동호로 343,127.0021022455,37.5650576191,,B02,B0201,B02011100,2697748,32,숙박
서울 타이완 게스트하우스,서울특별시 중구 퇴계로10길 20-18,126.9800488938,37.5581885778,02-318-5168,B02,B0201,B02011100,2570293,32,숙박
서울신라호텔,서울특별시 중구 동호로 249,127.0051688913,37.5559337349,02-2233-3131,B02,B0201,B02010100,142734,32,숙박
서울앤호텔 동대문,서울특별시 종로구 종로66가길 21,127.0208530785,37.5733792118,02-6365-0008,B02,B0201,B02010100,2662237,32,숙박
서울역 알게스트하우스,서울특별시 용산구 만리재로36길 16-7,126.9666530196,37.5536999701,02-2039-2911,B02,B0201,B02011100,2622608,32,숙박
서울올림픽파크텔,서울특별시 송파구 올림픽로 448,127.1166569093,37.5225785043,02-410-2114,B02,B0201,B02010600,136039,32,숙박
서울이야기 한옥(서울이야기한옥게스트하우스),서울특별시 종로구 율곡로5길 3-19,126.9846035015,37.5770059170,010-9956-5953,B02,B0201,B02011600,2569150,32,숙박
서울큐브 이화,서울특별시 마포구 대흥로30길 18-10,126.9468714213,37.5560798947,010-4458-0876,B02,B0201,B02011100,2612196,32,숙박
서울크라운88게스트하우스[한국관광 품질인증/Korea Quality],서울특별시 마포구 성미산로 189,126.9264036431,37.5631509288,02-720-2960,B02,B0201,B02011100,2652747,32,숙박
서울타이완게스트하우스,서울특별시 중구 퇴계로10길 20-14,126.9802127670,37.5582191323,02-318-5168,B02,B0201,B02011100,2608045,32,숙박
서울프린스호텔,서울특별시 중구 퇴계로 130,126.9863038076,37.5607300612,02-752-7111,B02,B0201,B02010100,142751,32,숙박
서울한옥스테이(jnpstay),서울특별시 종로구 자하문로1나길 7-28,126.9708991967,37.5769584543,010-5720-6800,B02,B0201,B02011600,2804401,32,숙박
서촌게스트하우스[한국관광 품질인증/Korea Quality],서울특별시 종로구 자하문로7길 28-3,126.9706491586,37.5790915353,02-473-9680,B02,B0201,B02011600,2465879,32,숙박
서촌영락재,서울특별시 종로구 필운대로5가길 29,126.9675494067,37.5803191143,0504-0904-2001,B02,B0201,B02011600,2583741,32,숙박
석촌별채,서울특별시 송파구 오금로17길 5-25 (방이동),127.1100939275,37.5116685416,0507-1349-6037,B02,B0201,B02010700,3103194,32,숙박
선음재,서울특별시 종로구 북촌로 94-14 (가회동),126.9856309563,37.5850966614,010-2882-1090,B02,B0201,B02011600,3102210,32,숙박
세연재,서울특별시 은평구 연서로50길 17,126.9395335943,37.6403283002,,B02,B0201,B02011600,2660696,32,숙박
세종호텔,서울특별시 중구 퇴계로 145,126.9879480837,37.5613827927,,B02,B0201,B02010100,142727,32,숙박
세화호스텔,서울특별시 종로구 삼일대로32가길 50,126.9903308202,37.5747868333,"02-765-2881, 02-764-6261",B02,B0201,B02011100,2650656,32,숙박
센서빌리,서울특별시 동대문구 서울시립대로25길 10 (전농동),127.0522138438,37.5827620188,010-2145-4339,B02,B0201,B02011100,3438030,32,숙박
센트럴관광호텔,서울특별시 종로구 청계천로 137,126.9929779639,37.5690319938,02-6365-6501,B02,B0201,B02010100,1800482,32,숙박
소담스테이,서울특별시 마포구 마포대로14길 12-17,126.9559902624,37.5480393261,,B02,B0201,B02011600,2696312,32,숙박
소라모텔,서울특별시 서대문구 신촌로 157-7,126.9433411589,37.5571019347,02-313-3078,B02,B0201,B02010900,1731338,32,숙박
소소하우스,서울특별시 종로구 필운대로5가길 16-5,126.9681632393,37.5803330123,010-5286-0704,B02,B0201,B02011600,2583699,32,숙박
소테츠 프레사 인 서울 명동,서울특별시 중구 명동길 48 (명동2가),126.9850260612,37.5637380215,,B02,B0201,B02010900,2992043,32,숙박
소테츠 호텔즈 더 스프라지르 서울 동대문,서울특별시 중구 장충단로 226 (광희동2가),127.0077767369,37.5647716435,,B02,B0201,B02010100,2991972,32,숙박
소테츠 호텔즈 더 스프라지르 서울 명동,서울특별시 중구 남대문로5길 15 (북창동),126.9787544559,37.5621269853,,B02,B0201,B02010100,2992010,32,숙박
소피아하우스,서울특별시 서초구 바우뫼로 91,127.0313021390,37.4748602863,010-3747-7508,B02,B0201,B02011100,2569948,32,숙박
소피텔 앰배서더 서울 호텔&서비스드 레지던스,서울특별시 송파구 잠실로 209 (신천동),127.1063803122,37.5139237687,,B02,B0201,B02010100,3337577,32,숙박
숨바꼭질(Hide & Seek)(Hide & Seek (숨바꼭질) 게스트하우스),서울특별시 종로구 자하문로6길 14,126.9707129929,37.5808302228,02-6925-5916,B02,B0201,B02011100,2604078,32,숙박
