title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
갤러리 미즈,서울특별시 종로구 삼일대로 461 (경운동),126.9862172830,37.5756088859,,A02,A0206,A02060500,130568,14,문화시설
갤러리 비앤에스,서울특별시 종로구 자하문로 273 (부암동),126.9619494147,37.5980502858,,A02,A0206,A02060500,129846,14,문화시설
갤러리 서림,서울특별시 강남구 학동로 523,127.0560652706,37.5201388076,,A02,A0206,A02060500,129927,14,문화시설
갤러리 스클로,서울특별시 중구 다산로16길 29,127.0134459064,37.5562477360,,A02,A0206,A02060500,130571,14,문화시설
갤러리 시몬,서울특별시 종로구 자하문로6길 20,126.9732156208,37.5780694778,,A02,A0206,A02060500,130190,14,문화시설
갤러리 아트사이드,서울특별시 종로구 자하문로6길 15 갤러리 아트싸이드,126.9729600813,37.5783222216,,A02,A0206,A02060500,130617,14,문화시설
갤러리 우림,서울특별시 종로구 인사동10길 18,126.9859145721,37.5742229305,,A02,A0206,A02060500,129902,14,문화시설
갤러리 원,서울특별시 강남구 압구정로71길 14,127.0458882102,37.5275211007,,A02,A0206,A02060500,130583,14,문화시설
갤러리 피치,서울특별시 강남구 도산대로87길 25,127.0501323005,37.5263824203,,A02,A0206,A02060500,1005620,14,문화시설
갤러리 현대,서울특별시 종로구 삼청로 14,126.9798039302,37.5773002409,,A02,A0206,A02060500,129917,14,문화시설
갤러리JJ,서울특별시 강남구 압구정로30길 63 (신사동),127.0291676299,37.5232962909,,A02,A0206,A02060500,2642151,14,문화시설
갤러리도스,서울특별시 종로구 삼청로7길 37 (팔판동),126.9797981916,37.5838105948,,A02,A0206,A02060500,3012741,14,문화시설
갤러리도올,서울특별시 종로구 삼청로 87,126.9816702591,37.5832329183,,A02,A0206,A02060500,130613,14,문화시설
갤러리미,서울특별시 강남구 압구정로 461 네이처 포엠,127.0472464824,37.5253102705,,A02,A0206,A02060500,129922,14,문화시설
갤러리미르,서울특별시 종로구 율곡로1길 40 (사간동),126.9807316132,37.5776613265,,A02,A0206,A02060500,3056315,14,문화시설
갤러리정,서울특별시 종로구 경희궁2길 12,126.9713937114,37.5728728270,,A02,A0206,A02060500,745781,14,문화시설
갤러리조선,서울특별시 종로구 북촌로5길 64,126.9814370406,37.5799332974,,A02,A0206,A02060500,130587,14,문화시설
건국대학교 박물관,서울특별시 광진구 능동로 120,127.0763072274,37.5428781974,,A02,A0206,A02060100,129818,14,문화시설
건국대학교 상허기념도서관,서울특별시 광진구 능동로 120 (화양동),127.0717965616,37.5416615911,,A02,A0206,A02060900,130232,14,문화시설
겸재정선미술관,서울특별시 강서구 양천로47길 36,126.8384725160,37.5722816289,,A02,A0206,A02060500,774675,14,문화시설
경기여고 경운박물관(서울),서울특별시 강남구 삼성로 29,127.0656764529,37.4867511901,,A02,A0206,A02060100,2552251,14,문화시설
경인미술관,서울특별시 종로구 인사동10길 11-4 (관훈동),126.9854896059,37.5743979023,,A02,A0206,A02060500,130278,14,문화시설
경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26,127.0524856524,37.5964409895,,A02,A0206,A02060100,130920,14,문화시설
경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26 (회기동),117.9925662504,19.6944274800,,A02,A0206,A02060100,129833,14,문화시설
고당기념관,서울특별시 중구 수표로 48-2,126.9901283238,37.5655129077,,A02,A0206,A02060200,2764310,14,문화시설
고려대학교 서울캠퍼스화정체육관,서울특별시 성북구 개운사2길 48 (안암동5가),127.0274353378,37.5900912767,,A02,A0206,A02060600,3085032,14,문화시설
고려대학교박물관,서울특별시 성북구 안암로 145,127.0317877244,37.5898997105,,A02,A0206,A02060100,129831,14,문화시설
공근혜갤러리,서울특별시 종로구 삼청로7길 38 (삼청동),126.9796815273,37.5840827831,,A02,A0206,A02060500,2739448,14,문화시설
공평도시유적전시관,서울특별시 종로구 우정국로 26,126.9835704148,37.5716231906,,A02,A0206,A02060300,2606224,14,문화시설
공평아트,서울특별시 종로구 우정국로 39 (견지동),126.9826815771,37.5726813849,,A02,A0206,A02060500,268186,14,문화시설
관악문화원,서울특별시 관악구 신림로3길 35 (신림동),126.9448852069,37.4676512424,,A02,A0206,A02060700,130212,14,문화시설
관악아트홀,서울특별시 관악구 신림로3길 35 (신림동),126.9448852069,37.4676512424,,A02,A0206,A02060600,3081147,14,문화시설
광림 아트센터 BBCH홀,서울특별시 강남구 논현로163길 33 (신사동),127.0255957142,37.5239489286,,A02,A0206,A02060600,3080576,14,문화시설
광림아트센터 장천홀,서울특별시 강남구 압구정로22길 21 (신사동),127.0265567282,37.5243155698,,A02,A0206,A02060600,3076077,14,문화시설
광야아트센터,서울특별시 강남구 선릉로 806 (청담동),127.0396499902,37.5239491810,,A02,A0206,A02060600,3080599,14,문화시설
광진문화원,서울특별시 광진구 광나루로56길 67,127.0964722391,37.5365043011,,A02,A0206,A02060700,130223,14,문화시설
교보문고,서울특별시 종로구 종로 1,126.9779820539,37.5709759433,,A02,A0206,A02061000,130285,14,문화시설
구로꿈나무장난감나라 오류점,서울특별시 구로구 경인로20가길 38 (오류동),126.8460489851,37.4954101430,,A02,A0206,A02060300,2591885,14,문화시설
구로미래도서관,서울특별시 구로구 새말로 111 (구로동),126.8914778520,37.5070512677,,A02,A0206,A02060900,3455122,14,문화시설
구로아트밸리 예술극장,서울특별시 구로구 가마산로25길 9-24,126.8889367128,37.4965302226,,A02,A0206,A02060600,968389,14,문화시설
구름아래소극장,서울특별시 마포구 와우산로29가길 15 (서교동),126.9286148062,37.5541659013,,A02,A0206,A02060600,3082423,14,문화시설
구립구산동도서관마을,서울특별시 은평구 연서로13길 29-23 (구산동),126.9131035437,37.6095619607,,A02,A0206,A02060900,3076249,14,문화시설
국가무형유산전수교육관,서울특별시 강남구 봉은사로 406,127.0446443698,37.5102008674,,A02,A0206,A02061100,130198,14,문화시설
국가유산체험센터,서울특별시 송파구 올림픽로 240 (잠실동),127.0976311526,37.5123821225,,A02,A0206,A02060300,3394562,14,문화시설
국기원(세계태권도본부),서울특별시 강남구 테헤란로7길 32,127.0302792433,37.5019710091,,A02,A0206,A02061100,596511,14,문화시설
국립 정동극장,서울특별시 중구 정동길 43,126.9728271106,37.5659292155,,A02,A0206,A02060600,130353,14,문화시설
국립경찰박물관,서울특별시 종로구 송월길 162 (행촌동),126.9622112373,37.5721116394,,A02,A0206,A02060100,2782735,14,문화시설
국립고궁박물관,서울특별시 종로구 효자로 12 (세종로),126.9749904992,37.5766446750,,A02,A0206,A02060100,129811,14,문화시설
국립공원 산악박물관,서울특별시 도봉구 도봉산길 86 (도봉동),127.0351735342,37.6871579053,,A02,A0206,A02060100,130182,14,문화시설
국립관세박물관,서울특별시 강남구 언주로 721,127.0336451451,37.5181775216,,A02,A0206,A02060100,130924,14,문화시설
국립국악박물관,서울특별시 서초구 남부순환로 2364 (서초동),127.0090512856,37.4784066973,,A02,A0206,A02060100,130125,14,문화시설
국립국악원,서울특별시 서초구 남부순환로 2364,127.0088596528,37.4778373158,,A02,A0206,A02061100,130124,14,문화시설
국립국악원 예악당,서울특별시 서초구 남부순환로 2364 (서초동),127.0090512856,37.4784066973,,A02,A0206,A02060600,3080864,14,문화시설
국립극장,서울특별시 중구 장충단로 59,126.9996333755,37.5527228971,,A02,A0206,A02060600,130231,14,문화시설
국립극장 공연예술박물관,서울특별시 중구 장충단로 59 (장충동2가),127.0000222551,37.5518007890,,A02,A0206,A02060100,3012859,14,문화시설
국립기상박물관,서울특별시 종로구 송월동 1-1 국립기상박물관,126.9666303489,37.5696203417,,A02,A0206,A02060100,3038260,14,문화시설
국립대한민국임시정부기념관,서울특별시 서대문구 통일로 279-24,126.9542701829,37.5760332637,,A02,A0206,A02060200,2813170,14,문화시설
국립어린이과학관,서울특별시 종로구 창경궁로 215 (와룡동),126.9967994757,37.5818277974,,A02,A0206,A02060300,2545920,14,문화시설
국립어린이청소년도서관,서울특별시 강남구 테헤란로7길 21 (역삼동),127.0301681782,37.5007239303,,A02,A0206,A02060900,3386145,14,문화시설
국립중앙도서관,서울특별시 서초구 반포대로 201,127.0028374099,37.4979793138,,A02,A0206,A02060900,130303,14,문화시설
국립중앙박물관,서울특별시 용산구 서빙고로 137 (용산동6가),126.9791278024,37.5211706397,02-2077-9000,A02,A0206,A02060100,129703,14,문화시설
국립중앙박물관 어린이박물관,서울특별시 용산구 서빙고로 137,126.9803609412,37.5240675476,,A02,A0206,A02060100,1177980,14,문화시설
국립한글박물관,서울특별시 용산구 서빙고로 139 (용산동6가),126.9804999007,37.5211206702,,A02,A0206,A02060100,1954333,14,문화시설
국립항공박물관,서울특별시 강서구 하늘길 177 (공항동),126.8088867586,37.5569217768,,A02,A0206,A02060100,2706762,14,문화시설
국립항공박물관 항공도서관,서울특별시 강서구 하늘길 177 (공항동),126.8088867586,37.5569217768,02-6940-3175,A02,A0206,A02060900,3441464,14,문화시설
국립현대미술관 덕수궁,서울특별시 중구 세종대로 99,126.9748047119,37.5657876002,,A02,A0206,A02060500,130173,14,문화시설
국립현대미술관 서울,서울특별시 종로구 삼청로 30,126.9800038741,37.5786500878,,A02,A0206,A02060500,1934593,14,문화시설
국제갤러리,서울특별시 종로구 삼청로 54 (소격동),126.9806426439,37.5807887397,,A02,A0206,A02060500,129918,14,문화시설
국제아트홀,서울특별시 강남구 압구정로 162 (신사동),127.0274815858,37.5263514611,,A02,A0206,A02060600,3080613,14,문화시설
국토발전전시관,서울특별시 중구 정동길 18 (정동),126.9700967775,37.5668623905,,A02,A0206,A02060300,2764516,14,문화시설
국회도서관,서울특별시 영등포구 의사당대로 1 (여의도동),126.9166304856,37.5294241180,02-6788-4211,A02,A0206,A02060900,3428697,14,문화시설
국회박물관,서울특별시 영등포구 의사당대로 1 (여의도동),126.9166304856,37.5294241180,,A02,A0206,A02060100,3080058,14,문화시설
굽네 플레이타운,서울특별시 마포구 잔다리로2길 23 (서교동),126.9212127711,37.5517604926,,A02,A0206,A02060300,3390048,14,문화시설
궁산 땅굴 역사전시관,서울특별시 강서구 양천로49길 106 (마곡동),126.8383808453,37.5727204654,,A02,A0206,A02060300,3043788,14,문화시설
그라운드서울,서울특별시 종로구 인사동9길 26 (견지동),126.9836425781,37.5734729769,,A02,A0206,A02060500,2739471,14,문화시설
그라운드시소 명동,서울특별시 중구 남대문로 73 (남대문로2가),126.9816707967,37.5642573461,,A02,A0206,A02060300,3081169,14,문화시설
그라운드시소 서촌,서울특별시 종로구 자하문로6길 18-8 (통의동),126.9729323181,37.5778944928,,A02,A0206,A02060300,2717347,14,문화시설
극단 대학로극장,서울특별시 종로구 대학로 60,127.0025463239,37.5765368491,,A02,A0206,A02060600,129724,14,문화시설
근현대사기념관,서울특별시 강북구 4.19로 114 (수유동),127.0028443946,37.6434957358,,A02,A0206,A02060200,2535347,14,문화시설
글래드스톤 갤러리,서울특별시 강남구 삼성로 760 (청담동),127.0484408888,37.5228189148,,A02,A0206,A02060500,3304212,14,문화시설
금나래아트홀,서울특별시 금천구 시흥대로73길 70 금천구청종합청사,126.8955205706,37.4564933229,,A02,A0206,A02060600,1105871,14,문화시설
금보성아트센터,서울특별시 종로구 평창36길 20 (평창동),126.9780891951,37.6126738756,,A02,A0206,A02060500,3085035,14,문화시설
금천구립가산도서관,서울특별시 금천구 가산로5길 43,126.8921037384,37.4734829558,,A02,A0206,A02060900,1105923,14,문화시설
금천구립금나래도서관,서울특별시 금천구 시흥대로73길 70,126.8956816515,37.4570654814,,A02,A0206,A02060900,1116132,14,문화시설
금천구립독산도서관,서울특별시 금천구 독산로54길 114 (독산동),126.9081191108,37.4676339207,,A02,A0206,A02060900,1105911,14,문화시설
금천문화원,서울특별시 금천구 시흥대로38길 61,126.9044367094,37.4463779899,,A02,A0206,A02060700,130377,14,문화시설
금호미술관,서울특별시 종로구 삼청로 18 (사간동),126.9799289128,37.5775196623,,A02,A0206,A02060500,130302,14,문화시설
금호아트홀,서울특별시 종로구 새문안로 76,126.9731603040,37.5698065483,,A02,A0206,A02060600,130346,14,문화시설
금호아트홀 연세,서울특별시 서대문구 연세로 50 (신촌동),126.9367638823,37.5605791904,,A02,A0206,A02060600,3078407,14,문화시설
긱 라이브하우스,서울특별시 마포구 신촌로10길 7 (동교동),126.9320588728,37.5564379211,,A02,A0206,A02060600,1019327,14,문화시설
김달진미술자료박물관,서울특별시 종로구 홍지문1길 4,126.9566054009,37.6000527346,,A02,A0206,A02060100,2553377,14,문화시설
김대중도서관,서울특별시 마포구 신촌로4길 5-26,126.9295757507,37.5569933677,,A02,A0206,A02060900,699241,14,문화시설
김리아 갤러리,서울특별시 강남구 압구정로75길 5 리아빌딩,127.0468687076,37.5264129138,,A02,A0206,A02060500,736915,14,문화시설
김세중미술관,서울특별시 용산구 효창원로70길 35 (효창동),126.9638980442,37.5420707165,,A02,A0206,A02060500,3080721,14,문화시설
김수영문학관,서울특별시 도봉구 해등로32길 80 (방학동),127.0238170123,37.6599775296,,A02,A0206,A02060300,3057862,14,문화시설
김영삼 도서관,서울특별시 동작구 매봉로 1 (상도1동),126.9499808987,37.5055274904,,A02,A0206,A02060900,3442973,14,문화시설
김종영미술관,서울특별시 종로구 평창32길 30 (평창동),126.9776031169,37.6130765980,,A02,A0206,A02060500,130623,14,문화시설
김현관 북촌펜드로잉,서울특별시 종로구 삼청로4길 26 (삼청동),126.9821341228,37.5826302184,,A02,A0206,A02060300,3085026,14,문화시설
김현주 갤러리,서울특별시 종로구 삼청로7길 19-9 (팔판동),126.9809925343,37.5835523128,,A02,A0206,A02060500,130585,14,문화시설
김희수아트센터,서울특별시 동대문구 홍릉로 118 (청량리동),127.0426533769,37.5907525849,,A02,A0206,A02060300,3057945,14,문화시설
꿈의숲 아트센터,서울특별시 강북구 월계로 173,127.0408193479,37.6210601397,,A02,A0206,A02060600,1255726,14,문화시설
나루아트센터,서울특별시 광진구 능동로 76,127.0704301400,37.5374092825,,A02,A0206,A02060600,130699,14,문화시설
나화랑,서울특별시 은평구 연서로29길 34-14 (갈현동),126.9171584188,37.6205440893,,A02,A0206,A02060500,129900,14,문화시설
남산예술센터,서울특별시 중구 소파로 138,126.9882259103,37.5587664351,,A02,A0206,A02060600,1022231,14,문화시설
내를건너서숲으로도서관,서울특별시 은평구 증산로17길 50 (신사동),126.9080628412,37.5917500532,,A02,A0206,A02060900,3451241,14,문화시설
넷마블게임박물관,서울특별시 구로구 디지털로26길 38 (구로동),126.8953338198,37.4798989348,,A02,A0206,A02060100,3483675,14,문화시설
노들섬 라이브하우스,서울특별시 용산구 양녕로 445 (이촌동),126.9580520415,37.5177178854,,A02,A0206,A02060600,3013134,14,문화시설
노원문화예술회관,서울특별시 노원구 중계로 181 (중계동),127.0802815839,37.6502935629,,A02,A0206,A02060600,1750763,14,문화시설
노원문화원,서울특별시 노원구 동일로197길 24,127.0697942642,37.6288069831,,A02,A0206,A02060700,130371,14,문화시설
노원수학문화관,서울특별시 노원구 한글비석로19길 28 (중계동),127.0723654223,37.6578842039,,A02,A0206,A02060700,3349668,14,문화시설
노원천문우주과학관,서울특별시 노원구 동일로205길 13 (중계동),127.0652332268,37.6407999513,,A02,A0206,A02060300,2745731,14,문화시설
노화랑,서울특별시 종로구 인사동길 54 (관훈동),126.9841008290,37.5749144842,,A02,A0206,A02060500,129906,14,문화시설
논현문화마루도서관,서울특별시 강남구 논현로131길 40 (논현동),127.0271208603,37.5139001229,,A02,A0206,A02060900,3432213,14,문화시설
농업박물관,서울특별시 중구 새문안로 16 (충정로1가),126.9680664061,37.5668984613,,A02,A0206,A02060100,2762852,14,문화시설
다보성 갤러리,서울특별시 종로구 삼일대로 457 (경운동),126.9865255983,37.5752617096,,A02,A0206,A02060500,130624,14,문화시설
다산성곽도서관,서울특별시 중구 동호로17길 173 (신당동),127.0044079695,37.5517008803,,A02,A0206,A02060900,3334724,14,문화시설
다시서점,서울특별시 강서구 공항대로8길 77-24 (공항동),126.8129919243,37.5574578985,,A02,A0206,A02061000,3514236,14,문화시설
다울랭 갤러리,서울특별시 용산구 한강대로15길 32 (한강로3가),126.9628680184,37.5266141606,,A02,A0206,A02060300,2833944,14,문화시설
대림미술관,서울특별시 종로구 자하문로4길 21,126.9733378475,37.5775028790,,A02,A0206,A02060500,130459,14,문화시설
대안공간 루프,서울특별시 마포구 와우산로29나길 20,126.9278315359,37.5544630750,,A02,A0206,A02060500,130348,14,문화시설
대오서점,서울특별시 종로구 누하동 33,126.9693409251,37.5797886525,,A02,A0206,A02061000,2946632,14,문화시설
대원뮤지엄,서울특별시 용산구 한강대로23길 55 (한강로3가),126.9647566449,37.5298249324,,A02,A0206,A02060300,3012809,14,문화시설
대학로예술극장,서울특별시 종로구 대학로10길 17,127.0031461125,37.5820584406,,A02,A0206,A02060600,1380688,14,문화시설
대학로자유극장,서울특별시 종로구 대학로12길 31 (동숭동),127.0036238260,37.5828028072,,A02,A0206,A02060600,3012777,14,문화시설
대학로티오엠,서울특별시 종로구 대학로8가길 85 (동숭동),127.0036516150,37.5823223081,,A02,A0206,A02060600,3080770,14,문화시설
대한민국역사박물관,서울특별시 종로구 세종대로 198 (세종로),126.9775736680,37.5741339024,,A02,A0206,A02060100,1849416,14,문화시설
대한민국예술인센터,서울특별시 양천구 목동서로 225 (목동),126.8707597310,37.5271291208,,A02,A0206,A02060600,3083523,14,문화시설
더서울라이티움,"서울특별시 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)",127.0432601616,37.5455245178,,A02,A0206,A02060300,2753089,14,문화시설
더페이지갤러리,"서울특별시 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)",127.0432601616,37.5455245178,,A02,A0206,A02060500,736766,14,문화시설
도봉문화원,서울특별시 도봉구 도봉로 552 (창동),127.0383602944,37.6542256829,,A02,A0206,A02060700,130211,14,문화시설
도산안창호기념관,서울특별시 강남구 도산대로45길 20 (신사동),127.0356170227,37.5240046579,,A02,A0206,A02060200,130926,14,문화시설
돈의문박물관마을,서울특별시 종로구 송월길 14-3,126.9685551943,37.5688843508,,A02,A0206,A02060100,2606223,14,문화시설
동국대학교 박물관,서울특별시 중구 필동로1길 30,127.0001581712,37.5582444874,,A02,A0206,A02060100,130927,14,문화시설
동대문문화원,서울특별시 동대문구 왕산로 128,127.0376930838,37.5778651046,,A02,A0206,A02060700,130375,14,문화시설
동덕아트갤러리,서울특별시 종로구 우정국로 68 동덕빌딩,126.9833314524,37.5749894618,,A02,A0206,A02060500,130155,14,문화시설
동덕여자대학교 공연예술센터,서울특별시 종로구 동숭길 126 (동숭동),127.0033599337,37.5837638016,,A02,A0206,A02060600,3025303,14,문화시설
동덕여자대학교 박물관,서울특별시 성북구 화랑로13길 60 (하월곡동),127.0413558418,37.6058952457,,A02,A0206,A02060100,1628531,14,문화시설
동림매듭공방,서울특별시 종로구 북촌로12길 10,126.9856032749,37.5817914891,,A02,A0206,A02060100,130851,14,문화시설
동산방화랑,서울특별시 종로구 인사동9길 35,126.9833592862,37.5729202581,,A02,A0206,A02060500,129903,14,문화시설
동양예술극장,서울특별시 종로구 대학로14길 29 (혜화동),127.0023377786,37.5846775662,,A02,A0206,A02060600,1180762,14,문화시설
동자아트홀,"서울특별시 용산구 한강대로 372 (동자동, 센트레빌아스테리움서울)",126.9733746936,37.5514281320,,A02,A0206,A02060600,3080727,14,문화시설
동작문화원,서울특별시 동작구 장승배기로10길 42 (상도동),126.9411039590,37.5044968957,,A02,A0206,A02060700,130247,14,문화시설
두산갤러리,서울특별시 종로구 종로33길 15 (연지동),127.0010160404,37.5718651424,,A02,A0206,A02060500,509267,14,문화시설
두산아트센터,서울특별시 종로구 종로33길 15,127.0009799341,37.5718095925,,A02,A0206,A02060600,129734,14,문화시설
둘리뮤지엄,서울특별시 도봉구 시루봉로1길 6 (쌍문동),127.0278390897,37.6521812863,,A02,A0206,A02060100,2033802,14,문화시설
디뮤지엄,"서울특별시 성동구 왕십리로 83-21 (성수동1가, 아크로 서울포레스트)",127.0432879644,37.5445357444,,A02,A0206,A02060100,2704340,14,문화시설
디큐브 링크아트센터,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A02,A0206,A02060600,3039497,14,문화시설
딜쿠샤,서울특별시 종로구 사직로2길 17 (행촌동),126.9634833153,37.5730893265,,A02,A0206,A02060300,2707460,14,문화시설
떡박물관,서울특별시 종로구 돈화문로 71,126.9906030144,37.5748951588,,A02,A0206,A02060100,130365,14,문화시설
뚝섬미술관,서울특별시 성동구 아차산로 33 (성수동1가),127.0483485375,37.5472605187,,A02,A0206,A02060500,3084400,14,문화시설
라이카시네마,서울특별시 서대문구 연희로8길 18 (연희동),126.9309503921,37.5652202133,,A02,A0206,A02061200,3076677,14,문화시설
라이트룸 서울(Lightroom Seoul),서울특별시 강동구 아리수로61길 103 (고덕동),127.1478306247,37.5656046263,,A02,A0206,A02060300,3075640,14,문화시설
라트어린이극장,서울특별시 강남구 논현로 164,127.0423008714,37.4842816124,,A02,A0206,A02060600,130514,14,문화시설
래미안 갤러리,서울특별시 송파구 충민로 17 (문정동),127.1201550417,37.4793058119,,A02,A0206,A02060500,1845434,14,문화시설
롤링홀,서울특별시 마포구 어울마당로 35 (서교동),126.9201324048,37.5485497360,,A02,A0206,A02060600,1022243,14,문화시설
롯데뮤지엄,서울특별시 송파구 올림픽로 300 (신천동),127.1040749597,37.5141653654,,A02,A0206,A02060500,2773288,14,문화시설
롯데월드 민속박물관,서울특별시 송파구 올림픽로 240 (잠실동),127.0976311526,37.5123821225,,A02,A0206,A02060100,130070,14,문화시설
롯데콘서트홀,서울특별시 송파구 올림픽로 300 (신천동),127.1040305171,37.5142459111,,A02,A0206,A02060600,3085149,14,문화시설
리움미술관,서울특별시 용산구 이태원로55길 60-16 (한남동),126.9985088777,37.5386022957,,A02,A0206,A02060500,130525,14,문화시설
링크아트센터드림,서울특별시 종로구 동숭길 123 (동숭동),127.0033071732,37.5833388504,,A02,A0206,A02060600,3025322,14,문화시설
마이아트뮤지엄,서울특별시 강남구 테헤란로 518 (대치동),127.0605957683,37.5076431180,,A02,A0206,A02060500,3074742,14,문화시설
마포문화원,서울특별시 마포구 백범로 227 (신공덕동),126.9555071358,37.5422844303,,A02,A0206,A02060700,130369,14,문화시설
마포아트센터,서울특별시 마포구 대흥로20길 28,126.9454967222,37.5498944782,,A02,A0206,A02060600,1138199,14,문화시설
마포중앙도서관,서울특별시 마포구 성산로 128 (성산동),126.9081275097,37.5639338440,,A02,A0206,A02060900,2633907,14,문화시설
매헌 윤봉길의사 기념관,서울특별시 서초구 매헌로 99,127.0369572323,37.4730133801,,A02,A0206,A02060200,753972,14,문화시설
명동난타극장,서울특별시 중구 명동길 26 (명동2가),126.9837650716,37.5635046937,,A02,A0206,A02060600,650997,14,문화시설
명동예술극장,서울특별시 중구 명동길 35,126.9841872425,37.5639546487,,A02,A0206,A02060600,748186,14,문화시설
명보아트홀,서울특별시 중구 마른내로 47 (초동),126.9932030652,37.5647463847,,A02,A0206,A02060600,1022196,14,문화시설
명원박물관,서울특별시 성북구 정릉로9길 68 (정릉동),126.9999927956,37.6111883307,,A02,A0206,A02060100,3085031,14,문화시설
모던화랑,서울특별시 종로구 인사동10길 4 (관훈동),126.9853729601,37.5740368313,,A02,A0206,A02060500,129909,14,문화시설
모두예술극장,서울특별시 서대문구 충정로 7 (충정로3가),126.9623226761,37.5601463655,,A02,A0206,A02060600,3082176,14,문화시설
모인화랑,서울특별시 종로구 인사동10길 13,126.9857145872,37.5743395801,,A02,A0206,A02060500,130279,14,문화시설
모차르트 콘서트홀,서울특별시 서초구 명달로 104 (서초동),127.0045514676,37.4864779022,,A02,A0206,A02060600,130503,14,문화시설
목인박물관 목석원,서울특별시 종로구 창의문로5길 46-1 (부암동),126.9633051014,37.5890707988,,A02,A0206,A02060100,231976,14,문화시설
문화비축기지,서울특별시 마포구 증산로 87,126.8951646315,37.5699856862,,A02,A0206,A02060200,2553929,14,문화시설
문화일보홀,서울특별시 중구 새문안로 22,126.9686163497,37.5671262224,,A02,A0206,A02060600,130286,14,문화시설
민주화운동기념관,서울특별시 용산구 한강대로71길 37 (갈월동),126.9720501082,37.5410320944,,A02,A0206,A02060200,2775505,14,문화시설
밀알미술관,서울특별시 강남구 일원로 90,127.0823082922,37.4860793454,,A02,A0206,A02060500,130627,14,문화시설
바라캇 서울,서울특별시 종로구 삼청로 58-4,126.9806676381,37.5809165029,,A02,A0206,A02060500,2835583,14,문화시설
바탕골소극장,서울특별시 종로구 동숭동,127.0025878347,37.5819112248,,A02,A0206,A02060600,3013185,14,문화시설
박노수미술관,서울특별시 종로구 옥인1길 34 (옥인동),126.9668327756,37.5813717571,,A02,A0206,A02060500,2739454,14,문화시설
박물관은 살아있다(인사동점),서울특별시 종로구 인사동길 12,126.9872034096,37.5718843365,,A02,A0206,A02060100,1904548,14,문화시설
박여숙화랑,서울특별시 용산구 소월로38길 30-34,126.9902678047,37.5441515030,,A02,A0206,A02060500,130628,14,문화시설
박을복자수박물관,서울특별시 강북구 삼양로149가길 53,127.0084880313,37.6538057493,,A02,A0206,A02060100,130929,14,문화시설
배봉산숲속도서관,서울특별시 동대문구 전농로16길 97 (전농동),127.0627518944,37.5784960375,,A02,A0206,A02060900,3456336,14,문화시설
배재학당역사박물관,서울특별시 중구 서소문로11길 19,126.9724494351,37.5635461519,,A02,A0206,A02060100,1198901,14,문화시설
