title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
목동사격장,서울특별시 양천구 안양천로 939 (목동),126.8804587869,37.5292790440,,A03,A0302,A03021600,131434,28,레포츠
목동아이스링크(실내),서울특별시 양천구 안양천로 939 (목동),126.8804587869,37.5292790440,,A03,A0302,A03021300,130978,28,레포츠
목동종합운동장,서울특별시 양천구 안양천로 939,126.8819114075,37.5301456356,,A03,A0302,A03020300,2782166,28,레포츠
반포종합운동장,서울특별시 서초구 신반포로16길 30 (반포동),117.9925662504,19.6944274800,,A03,A0302,A03020300,2733973,28,레포츠
북한산 둘레캠프,서울특별시 은평구 연서로 608-2 (진관동),126.9388306633,37.6479801750,,A03,A0302,A03021700,2727279,28,레포츠
북한산 자락길,서울특별시 성북구 솔샘로25가길 8,127.0053837227,37.6199235229,,A03,A0302,A03022700,2406564,28,레포츠
불암산스포츠타운,서울특별시 노원구 중계로 36 (공릉동),127.0832566398,37.6388338383,,A03,A0302,A03020300,2763827,28,레포츠
빅토리스포츠아카데미,서울특별시 영등포구 선유서로 19,126.8838810236,37.5176665652,,A03,A0302,A03020200,2751362,28,레포츠
사당청소년센터,서울특별시 동작구 사당로23길 57-7,126.9757596726,37.4854497277,02-595-0231~3,A03,A0302,A03020200,131534,28,레포츠
서대문문화체육회관 실내수영장,서울특별시 서대문구 백련사길 39 (홍은동),126.9316554431,37.5808100806,02-360-8684,A03,A0303,A03030700,131333,28,레포츠
서울 YMCA 사회체육부,서울특별시 종로구 종로 69,126.9855674875,37.5704816924,,A03,A0302,A03020200,130997,28,레포츠
서울 서초 글램핑 청계산장,서울특별시 서초구 청계산로 140-94 (원지동),127.0464403991,37.4483608551,,A03,A0302,A03021700,2792588,28,레포츠
서울 한양도성 순성길,서울특별시 종로구 누상동,126.9583140939,37.5818521039,,A03,A0302,A03022700,1101088,28,레포츠
서울광장 스케이트장,서울특별시 중구 을지로 12 시청광장지하쇼핑센터,126.9787960237,37.5655015943,,A03,A0302,A03021300,663785,28,레포츠
서울숲클라이밍 뚝섬점,서울특별시 성동구 성수일로 19 (성수동1가),127.0485792104,37.5423860893,,A03,A0302,A03021800,3060925,28,레포츠
서울시립망우청소년센터,서울특별시 중랑구 송림길 156 (망우동),127.1088552361,37.6062741967,,A03,A0302,A03020200,2762808,28,레포츠
서울시립문래청소년센터,서울특별시 영등포구 문래로 110 (문래동3가),126.8941300544,37.5189054929,02-2167-0100,A03,A0302,A03020200,131136,28,레포츠
서울시립보라매청소년센터,서울특별시 동작구 여의대방로20길 61 (신대방동),126.9215449274,37.4938977769,02-834-7231~4,A03,A0302,A03020200,131408,28,레포츠
서울시립수서청소년센터,서울특별시 강남구 광평로 144 (수서동),127.0887661062,37.4836658521,,A03,A0302,A03020200,131455,28,레포츠
서울여성플라자,서울특별시 동작구 여의대방로54길 18 (대방동),126.9272050230,37.5116624815,,A03,A0302,A03020200,131852,28,레포츠
서울월드컵경기장,서울특별시 마포구 월드컵로 240 (성산동),126.8972867075,37.5683414708,,A03,A0302,A03020300,131712,28,레포츠
서울종합운동장(잠실종합운동장),서울특별시 송파구 올림픽로 25,127.0736415981,37.5148536263,,A03,A0302,A03020200,1093200,28,레포츠
서울청소년수련관,서울특별시 중구 을지로11길 23,126.9905199091,37.5671210604,02-2267-2914,A03,A0302,A03020200,131138,28,레포츠
서울한양도성 백악구간,서울특별시 종로구 창의문로 118 (부암동),126.9665102630,37.5926565508,,A03,A0302,A03022700,2723499,28,레포츠
서초구민체육센터 수영장,서울특별시 서초구 사평대로 55 (반포동),126.9907301631,37.4985345878,,A03,A0303,A03030700,131334,28,레포츠
세븐럭카지노(강남코엑스점),서울특별시 강남구 테헤란로87길 58,127.0575320333,37.5120258870,,A03,A0302,A03021000,131903,28,레포츠
송강카누학교 서울분교,서울특별시 광진구 강변북로 2326 (자양동),127.0794573887,37.5270995313,,A03,A0303,A03030200,989663,28,레포츠
송정제방길,서울특별시 성동구 송정18가길 23-7,127.0688131313,37.5546322529,,A03,A0302,A03022700,2674989,28,레포츠
수락산스포츠타운,서울특별시 노원구 상계동,127.0708152647,37.6683524029,,A03,A0302,A03020200,3487759,28,레포츠
슈터스클럽,서울특별시 강남구 강남대로96길 5 (역삼동),127.0274684477,37.4998739801,,A03,A0302,A03021600,3074766,28,레포츠
스포츠 360 플레이,서울특별시 송파구 올림픽로 424,127.1229758237,37.5209871362,,A03,A0302,A03020200,2782741,28,레포츠
시립목동청소년센터,서울특별시 양천구 목동서로 143 (목동),126.8755119732,37.5307732268,02-2642-1318,A03,A0302,A03020200,131137,28,레포츠
신림체육센터,서울특별시 관악구 남부순환로 1369 (신림동),126.9029108992,37.4801823706,,A03,A0302,A03020200,131533,28,레포츠
안양천 물놀이장,서울특별시 구로구 신도림동,126.8745155060,37.5071537309,,A03,A0303,A03030700,2591870,28,레포츠
어린이회관 눈썰매장,서울특별시 광진구 광나루로 441,127.0792846475,37.5459390073,,A03,A0302,A03021400,131727,28,레포츠
에어즈락 클라이밍 위례점,서울특별시 송파구 위례광장로 188 (장지동),127.1424112990,37.4811393343,,A03,A0302,A03021800,3060932,28,레포츠
여의나루역 러너스테이션,서울특별시 영등포구 여의도동,126.9314153136,37.5271524240,,A03,A0302,A03020200,3413141,28,레포츠
여의도 둘레길(여의도 자전거도로),서울특별시 영등포구 여의동로 330,126.9336123570,37.5263886632,,A03,A0302,A03020500,1054888,28,레포츠
올림픽공원 SK올림픽핸드볼경기장,서울특별시 송파구 올림픽로 424 (방이동),127.1150682209,37.5206092598,,A03,A0302,A03020300,3029091,28,레포츠
올림픽공원체조경기장,서울특별시 송파구 올림픽로 424,127.1229758237,37.5209871362,,A03,A0302,A03020300,2758179,28,레포츠
올림픽기념국민생활관,서울특별시 종로구 성균관로 91 (혜화동),117.9925662504,19.6944274800,,A03,A0302,A03020200,131122,28,레포츠
와이키키레저,서울특별시 마포구 마포나루길 332,126.8886655357,37.5589618514,,A03,A0303,A03030100,2783318,28,레포츠
용산초등학교 실내수영장,서울특별시 용산구 한강대로57길 33,126.9725641020,37.5356688380,02-792-7330,A03,A0303,A03030700,586753,28,레포츠
우이동 가족캠핑장,서울특별시 강북구 삼양로181길 28 (우이동),127.0115096437,37.6655461049,,A03,A0302,A03021700,2908314,28,레포츠
워커힐숲길,서울특별시 광진구 워커힐로 177,127.1107898477,37.5552218298,,A03,A0302,A03022700,2773297,28,레포츠
응봉산 암벽등반공원,서울특별시 성동구 독서당로60길 13-1 (응봉동),127.0310334068,37.5487128163,,A03,A0302,A03021800,3058205,28,레포츠
인서울27 골프클럽,서울특별시 강서구 오쇠동,126.7964131765,37.5469532693,,A03,A0302,A03020700,2757125,28,레포츠
잠실야구장,서울특별시 송파구 올림픽로 25,127.0736415981,37.5148536263,,A03,A0302,A03020300,2758173,28,레포츠
장충체육관,서울특별시 중구 동호로 241,127.0068047884,37.5582390522,,A03,A0302,A03020300,990140,28,레포츠
정동길,서울특별시 중구 정동,126.9696134574,37.5679539218,,A03,A0302,A03022700,2778454,28,레포츠
정립회관 수영센터,서울특별시 광진구 워커힐로 93,127.0976467159,37.5511415116,02-446-1238,A03,A0303,A03030700,131313,28,레포츠
종로구민회관,서울특별시 종로구 지봉로5길 7-5,127.0144592128,37.5735124146,,A03,A0302,A03020200,131624,28,레포츠
중랑숲캠핑장,서울특별시 중랑구 망우로87길 110,127.1099773924,37.6050076974,,A03,A0302,A03021700,2709615,28,레포츠
창동문화체육센터,서울특별시 도봉구 노해로69길 132,127.0507507166,37.6582337733,,A03,A0302,A03020200,131958,28,레포츠
천왕산 가족캠핑장,서울특별시 구로구 연동로12길 149 (항동),126.8314063341,37.4790478943,,A03,A0302,A03021700,2792594,28,레포츠
청계천 자전거도로,서울특별시 성동구 마장동 294,127.0391848676,37.5689439457,,A03,A0302,A03020500,2783315,28,레포츠
초대길,서울특별시 강북구 4.19로 114,127.0028388394,37.6435151778,,A03,A0302,A03022700,2675078,28,레포츠
초안산캠핑장,서울특별시 노원구 마들로5가길 66-107,127.0499901113,37.6429327613,,A03,A0302,A03021700,2734171,28,레포츠
키즈돌핀 서대문DMC점,"서울특별시 서대문구 수색로 102 (북가좌동, DMC요진아파트)",126.9083161278,37.5729189136,,A03,A0303,A03030700,3082446,28,레포츠
태릉 체력단련장(태릉CC),서울특별시 노원구 공릉동,127.1090156428,37.6304547219,02-970-7333,A03,A0302,A03020700,131656,28,레포츠
태릉국제스케이트장,서울특별시 노원구 화랑로 681 태강릉,127.0975278085,37.6301795469,,A03,A0302,A03021300,131322,28,레포츠
한강공원 뚝섬 눈썰매장,서울특별시 광진구 강변북로 139,127.0739744904,37.5293380619,,A03,A0302,A03021400,1148818,28,레포츠
한강드론공원,서울특별시 강동구 천호동,127.1191171003,37.5470534844,,A03,A0301,A03010300,3080519,28,레포츠
한강레져스포츠,서울특별시 영등포구 여의동로 290 (여의도동),126.9384174889,37.5258888069,,A03,A0301,A03010200,2783331,28,레포츠
한강시민공원 뚝섬수영장(실외),서울특별시 광진구 자양동,127.0671167729,37.5296517901,,A03,A0303,A03030700,775883,28,레포츠
한강시민공원 여의도수영장(실외),서울특별시 영등포구 여의동로 330,126.9336123570,37.5263886632,,A03,A0303,A03030700,131317,28,레포츠
한강시민공원 잠실수영장(실외),서울특별시 송파구 한가람로 65,127.0867514361,37.5176813118,,A03,A0303,A03030700,131318,28,레포츠
한강시민공원 잠원수영장(실외),서울특별시 서초구 잠원로 221-124,127.0122970150,37.5208018331,,A03,A0303,A03030700,131315,28,레포츠
현대요트 서울지점,서울특별시 서초구 동작대로 350 (반포동),126.9811002794,37.5058141254,,A03,A0303,A03030300,3071613,28,레포츠
50플러스수영장,서울특별시 구로구 오류로 36-25 (천왕동),126.8418606728,37.4884775410,,A03,A0303,A03030700,3060916,28,레포츠
KBS스포츠월드,서울특별시 강서구 공항대로 376,126.8472165959,37.5569085725,02-2600-8808,A03,A0302,A03020200,131326,28,레포츠
[북악하늘길 1산책로] 북악팔각정~말바위쉼터,서울특별시 종로구 북악산로 267,126.9805670485,37.6020279352,,A03,A0302,A03022700,1036894,28,레포츠
[북악하늘길 2산책로] 하늘교~성북천발원지,서울특별시 성북구 대사관로 1 (성북동),126.9841946526,37.5965036428,,A03,A0302,A03022700,1037020,28,레포츠
[북악하늘길 3산책로] 북카페~숲속다리,서울특별시 성북구 성북동,126.9858969827,37.6068219183,,A03,A0302,A03022700,1037027,28,레포츠
[북악하늘길 스카이웨이] 하늘한마당~하늘마루,서울특별시 성북구 성북동,127.0068155826,37.5693544270,,A03,A0302,A03022700,1037031,28,레포츠
[북한산 둘레길 10구간] 내시묘역길,서울특별시 은평구 진관동,126.9382140738,37.6472524711,02-900-8086,A03,A0302,A03022700,1197225,28,레포츠
[북한산 둘레길 1구간] 소나무숲길,서울특별시 강북구 우이동,127.0119152074,37.6639546308,,A03,A0302,A03022700,1195655,28,레포츠
[북한산 둘레길 21구간] 우이령길,서울특별시 강북구 우이동,127.0119152045,37.6640546183,,A03,A0302,A03022700,1197248,28,레포츠
[북한산 둘레길 2구간] 순례길,서울특별시 강북구 우이동,127.0116849963,37.6525809496,,A03,A0302,A03022700,1196862,28,레포츠
[북한산 둘레길 3구간] 흰구름길,서울특별시 강북구 수유동,127.0018084124,37.6422903018,,A03,A0302,A03022700,1196867,28,레포츠
[북한산 둘레길 4구간] 솔샘길,서울특별시 성북구 솔샘로25길 121-50,127.0069335488,37.6210484201,,A03,A0302,A03022700,1196871,28,레포츠
[북한산 둘레길 5구간] 명상길,서울특별시 성북구 정릉동,126.9965151229,37.6186540665,,A03,A0302,A03022700,1196886,28,레포츠
[북한산 둘레길 6구간] 평창마을길,서울특별시 종로구 평창동,126.9828137535,37.6130544714,,A03,A0302,A03022700,1196890,28,레포츠
[북한산 둘레길 7구간] 옛성길,서울특별시 종로구 구기동,126.9567134696,37.6090544681,,A03,A0302,A03022700,1196883,28,레포츠
[북한산 둘레길 8구간]  구름정원길,서울특별시 은평구 불광동,126.9395149646,37.6116538575,02-900-8086,A03,A0302,A03022700,1196897,28,레포츠
[북한산 둘레길 9구간] 마실길,서울특별시 은평구 진관동,126.9386031735,37.6385673773,,A03,A0302,A03022700,1197219,28,레포츠
[서울둘레길 1코스] 수락산코스,서울특별시 도봉구 도봉로 948 (도봉동),127.0461558153,37.6889162321,,A03,A0302,A03022700,1964911,28,레포츠
[서울둘레길 2코스] 덕릉고개코스,서울특별시 노원구 상계동,127.0742148173,37.6731546834,02-779-7902~4,A03,A0302,A03022700,1964912,28,레포츠
[서울둘레길 4코스] 망우·용마산코스,서울특별시 노원구 화랑로 지하510 (공릉동),127.0837626882,37.6199471544,02-779-7902~4,A03,A0302,A03022700,1964918,28,레포츠
[서울둘레길 5코스] 아차산코스,서울특별시 중랑구 면목동,127.1027149221,37.5784523186,02-779-7902~4,A03,A0302,A03022700,1964922,28,레포츠
[서울둘레길 6코스] 고덕산코스,서울특별시 광진구 아차산로 지하571 (광장동),127.1037018858,37.5453311839,,A03,A0302,A03022700,1964914,28,레포츠
[서울둘레길 7코스] 일자산코스,서울특별시 강동구 상일동,127.1569162049,37.5552532145,02-779-7902~4,A03,A0302,A03022700,1964932,28,레포츠
[서울둘레길 8코스] 장지·탄천코스,서울특별시 송파구 방이동,127.1351166117,37.5130521649,02-779-7902~4,A03,A0302,A03022700,1964937,28,레포츠
[양천구 둘레길] 도심형코스,서울특별시 양천구 신월동,126.8311134689,37.5227539223,,A03,A0302,A03022700,2612119,28,레포츠
[양천구 둘레길] 산림형코스,서울특별시 양천구 신정동,126.8724128441,37.5098533798,,A03,A0302,A03022700,2612170,28,레포츠
[양천구 둘레길] 하천형코스,서울특별시 양천구 목동,126.8808138178,37.5467520196,,A03,A0302,A03022700,2612154,28,레포츠
[충효길코스 1코스] 고구동산길,서울특별시 동작구 상도로53길 70,126.9543667061,37.5021335183,,A03,A0302,A03022700,2674964,28,레포츠
