title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
각시보쌈,서울특별시 마포구 성지길 25 보광빌딩,126.9134774828,37.5475858397,,A05,A0502,A05020100,2853860,39,음식점
갈비가,서울특별시 영등포구 당산로32길 11,126.8982600224,37.5264158054,02-2671-9246,A05,A0502,A05020100,2685364,39,음식점
갈비명가이상 돈암본관,서울특별시 성북구 정릉로 364,127.0236686891,37.6015259912,,A05,A0502,A05020100,2836651,39,음식점
갈비사랑,서울특별시 서초구 강남대로 204 갈비사랑,127.0367458713,37.4825317160,,A05,A0502,A05020100,2860770,39,음식점
갈현동할머니떡볶이,서울특별시 은평구 통일로87길 8-1,126.9187804084,37.6235354372,,A05,A0502,A05020100,2875276,39,음식점
감꽃당,서울특별시 종로구 돈화문로11다길 38,126.9900725369,37.5738480486,02-747-3999,A05,A0502,A05020900,2622715,39,음식점
감나무집기사식당,서울특별시 마포구 연남로 25,126.9219151974,37.5619509880,,A05,A0502,A05020100,2843816,39,음식점
감동식당,서울특별시 노원구 한글비석로47길 58,127.0665963946,37.6617086556,,A05,A0502,A05020100,2833002,39,음식점
감미옥,서울특별시 종로구 종로 166-1,126.9961359696,37.5704652174,02-2269-6933,A05,A0502,A05020100,2652929,39,음식점
값진식육,서울특별시 영등포구 선유로 58-4,126.8896998979,37.5190803938,,A05,A0502,A05020100,2851590,39,음식점
갓덴스시 강남,서울특별시 강남구 테헤란로 109,127.0290211120,37.4988880116,02-2051-1477,A05,A0502,A05020300,2685274,39,음식점
갓포아키 도산공원점,서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,127.0362419924,37.5230742215,,A05,A0502,A05020300,2869782,39,음식점
갓포준 x 에스테반,서울특별시 강남구 논현로163길 10 (신사동),127.0273372138,37.5242544800,,A05,A0502,A05020300,2869794,39,음식점
강가네돌솥밥추어탕,서울특별시 금천구 남부순환로 1420 (독산동),126.9085798208,37.4804130000,,A05,A0502,A05020100,2940414,39,음식점
강강술래 신림동,서울특별시 관악구 남부순환로 1660,126.9350272959,37.4845518811,02-886-9233,A05,A0502,A05020100,135136,39,음식점
강남목장,서울특별시 강남구 논현로86길 34,127.0402783799,37.5003213806,02-562-7003,A05,A0502,A05020100,1756249,39,음식점
강남진해장,서울특별시 강남구 테헤란로5길 11,127.0292766253,37.4995434958,,A05,A0502,A05020100,2871478,39,음식점
강동반상,서울특별시 강동구 상일로6길 39 강동타워,127.1753646796,37.5498569527,,A05,A0502,A05020100,2839494,39,음식점
강동해물찜해천탕,서울특별시 강동구 양재대로 1416,127.1385935255,37.5323083258,,A05,A0502,A05020100,2839510,39,음식점
강릉생태막회집,서울특별시 영등포구 국회대로34길 6,126.8974572985,37.5270851577,02-2068-5321,A05,A0502,A05020100,2685359,39,음식점
강서면옥,서울특별시 중구 세종대로11길 35,126.9739382319,37.5619935812,02-752-1945,A05,A0502,A05020100,232229,39,음식점
강수사,서울특별시 서대문구 연희로 157 여흥빌딩,126.9342193638,37.5714167743,,A05,A0502,A05020300,2900328,39,음식점
강촌쌈밥,서울특별시 종로구 평창30길 9,126.9747812177,37.6107629270,,A05,A0502,A05020100,2847165,39,음식점
강한식당,서울특별시 영등포구 대림로23길 30,126.8977249064,37.4927974795,02-834-8855,A05,A0502,A05020100,2682667,39,음식점
갗,서울특별시 종로구 난계로27길 30-8 (숭인동),127.0215141284,37.5734236629,,A05,A0502,A05020900,3486753,39,음식점
개뿔,서울특별시 종로구 낙산성곽서1길 26,127.0080624399,37.5782311958,,A05,A0502,A05020900,2848108,39,음식점
개성만두 궁,서울특별시 종로구 인사동10길 11-3 (관훈동),126.9854257249,37.5743229103,02-733-9240,A05,A0502,A05020100,398373,39,음식점
개화,서울특별시 중구 남대문로 52-5 (명동2가),126.9818402861,37.5621214856,02-776-0508,A05,A0502,A05020400,134746,39,음식점
개화산장,서울특별시 강서구 개화동로19길 6-53,126.8039700643,37.5738613860,,A05,A0502,A05020100,2849647,39,음식점
개화옥,서울특별시 강남구 압구정로50길 7,127.0386083095,37.5277931604,02-549-1459,A05,A0502,A05020100,398363,39,음식점
갤러리 더 스퀘어,서울특별시 종로구 계동길 128 서울빌라,126.9870281102,37.5830219273,,A05,A0502,A05020900,2812755,39,음식점
갤러리카페 3안,서울특별시 종로구 북촌로 137-7,126.9829811452,37.5869575087,02-720-2722,A05,A0502,A05020900,2535502,39,음식점
갯마을,서울특별시 용산구 서빙고로 56 (한강로3가),126.9703535474,37.5230897040,02-795-2277,A05,A0502,A05020100,402897,39,음식점
갯마을풍천장어,서울특별시 도봉구 도봉산4나길 12-10,127.0431866722,37.6878635234,02-955-3396,A05,A0502,A05020100,403194,39,음식점
거울한옥 미러룸,서울특별시 종로구 삼청로2길 40,126.9811342849,37.5801193820,,A05,A0502,A05020900,2794729,39,음식점
거창 왕돈까스,서울특별시 영등포구 국제금융로6길 30 (여의도동),126.9266186801,37.5217751850,,A05,A0502,A05020100,2663444,39,음식점
건대 숯불부자곱창,서울특별시 광진구 아차산로33길 48,127.0709493941,37.5424392631,,A05,A0502,A05020100,2828669,39,음식점
게방식당,서울특별시 강남구 선릉로 131길 17,127.0394696385,37.5173360565,010-8479-1107,A05,A0502,A05020100,2643060,39,음식점
겟댓샷(Get That Shot),서울특별시 영등포구 경인로 846,126.9076816872,37.5157199947,,A05,A0502,A05020900,2766490,39,음식점
경동함흥냉면,서울특별시 동대문구 고산자로38길 19,127.0396456189,37.5801509845,,A05,A0502,A05020100,2789203,39,음식점
경발원,서울특별시 동대문구 망우로21길 34,127.0612572453,37.5904696193,02-2244-2616,A05,A0502,A05020400,2685276,39,음식점
경복궁 창동,서울특별시 도봉구 도봉로 610,127.0412487847,37.6589779599,02-992-6777,A05,A0502,A05020100,2685277,39,음식점
경복궁에 맛있는 부엌,서울특별시 종로구 사직로 103,126.9702631619,37.5763001859,,A05,A0502,A05020100,2820889,39,음식점
경복식당,"서울특별시 노원구 공릉로39길 10 (공릉동, 대아아파트)",127.0788741361,37.6237632891,,A05,A0502,A05020100,2875315,39,음식점
경천애인2237,서울특별시 강남구 테헤란로 421 (삼성동),127.0525465458,37.5060431587,,A05,A0502,A05020100,2855743,39,음식점
경회루,서울특별시 노원구 동일로 1005 대정빌딩,127.0745301956,37.6199803173,,A05,A0502,A05020100,2842443,39,음식점
계림마늘닭,서울특별시 중구 충무로2길 43,126.9955418067,37.5624466943,02-6467-6962,A05,A0502,A05020100,2653725,39,음식점
계림식당,서울특별시 종로구 돈화문로4길 39,126.9945027934,37.5701624455,02-2263-6658,A05,A0502,A05020100,2367770,39,음식점
계월곰탕,서울특별시 성동구 성덕정3길 8,127.0476515952,37.5396169495,,A05,A0502,A05020100,2895161,39,음식점
계자람,서울특별시 성동구 성덕정17길 5,127.0551704068,37.5378061841,,A05,A0502,A05020100,2901359,39,음식점
계절밥상 코엑스몰,서울특별시 강남구 봉은사로 524,127.0573070288,37.5129313340,02-6002-1020,A05,A0502,A05020700,2652946,39,음식점
고고스,서울특별시 송파구 송파나루길 256,127.1011364475,37.5103185368,02-2042-0100,A05,A0502,A05020900,2685296,39,음식점
고궁(명동점),서울특별시 중구 명동8가길 27,126.9865898579,37.5619632560,02-776-3211,A05,A0502,A05020100,2652947,39,음식점
고궁의 아침,서울특별시 종로구 창경궁로 158,126.9976078870,37.5764784341,02-762-7620,A05,A0502,A05020100,1985692,39,음식점
고기다,서울특별시 성동구 성수일로12길 20 성동안심상가,127.0532647290,37.5482271614,,A05,A0502,A05020100,2901371,39,음식점
고기창고,서울특별시 서대문구 연세로7길 34-4,126.9350252293,37.5578433666,02-323-9090,A05,A0502,A05020100,842887,39,음식점
고대앞멸치국수,서울특별시 동대문구 제기로 2,127.0331321481,37.5863195953,02-953-1095,A05,A0502,A05020100,2685303,39,음식점
고도식,서울특별시 송파구 백제고분로45길 28 벤도치빌딩,127.1086829802,37.5104019962,,A05,A0502,A05020100,2844673,39,음식점
고두리 용산점,서울특별시 용산구 한강대로39길 10,126.9686007095,37.5308748789,,A05,A0502,A05020100,2823949,39,음식점
고든램지버거,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰,127.1040305171,37.5142459111,,A05,A0502,A05020200,2946702,39,음식점
고라니커피클럽,서울특별시 용산구 한강대로 262 (남영동),126.9732138716,37.5417237015,,A05,A0502,A05020900,3359119,39,음식점
고래불,서울특별시 강남구 논현로79길 62 (역삼동),127.0339707338,37.4963300643,02-556-3677,A05,A0502,A05020100,403515,39,음식점
고래의숲,"서울특별시 종로구 동숭길 136, 4층",127.0028266508,37.5836999107,070-7543-3313,A05,A0502,A05020200,2652948,39,음식점
고려삼계탕,서울특별시 중구 서소문로11길 1,126.9728938549,37.5629906688,02-752-9376,A05,A0502,A05020100,133854,39,음식점
고려정,서울특별시 영등포구 국제금융로6길 30 (여의도동),126.9266186801,37.5217751850,,A05,A0502,A05020100,2663450,39,음식점
고른햇살,서울특별시 성북구 개운사길 14,127.0294741271,37.5870583326,,A05,A0502,A05020100,2839061,39,음식점
고모네원조콩탕,서울특별시 강동구 풍성로57길 13,127.1359632826,37.5297224671,02-485-4675,A05,A0502,A05020100,2685308,39,음식점
고미소곱창,"서울특별시 동대문구 왕산로 228, 청아빌딩 1층",127.0477864946,37.5818814864,02-969-8883,A05,A0502,A05020100,2653085,39,음식점
고미정,서울특별시 서대문구 연희로26길 28,126.9370385134,37.5727583353,,A05,A0502,A05020100,2900309,39,음식점
고바우소곱창,서울특별시 노원구 동일로217가길 39,127.0582501786,37.6531289469,02-938-5142,A05,A0502,A05020100,403087,39,음식점
고봉삼계탕,서울특별시 중구 명동7길 21 2층,126.9838928014,37.5647906569,02-756-2300,A05,A0502,A05020100,2642895,39,음식점
고성막국수,서울특별시 강서구 방화대로49길 6-7,126.8161299653,37.5774278543,02-2665-1205,A05,A0502,A05020100,2371881,39,음식점
고센인코퍼레이티드 청담점,서울특별시 강남구 선릉로158길 18,127.0414470115,37.5252601720,,A05,A0502,A05020900,2849296,39,음식점
고양이똥,서울특별시 강서구 공항대로59가길 13,126.8646540296,37.5520955538,,A05,A0502,A05020900,2860975,39,음식점
고양이정원,서울특별시 강서구 개화동로19길 18,126.8032034138,37.5757722612,,A05,A0502,A05020900,2784721,39,음식점
고요남 명동,"서울특별시 중구 명동8나길 10, 2층",126.9842011909,37.5618104533,02-318-2225,A05,A0502,A05020100,2653702,39,음식점
고운 돈카츠,서울특별시 성동구 아차산로 92 S TOWER,127.0542591799,37.5448053547,,A05,A0502,A05020200,2901391,39,음식점
고운님,서울특별시 강남구 테헤란로87길 46,127.0581042320,37.5110343459,02-2016-5757,A05,A0502,A05020100,2663604,39,음식점
고추장구이,서울특별시 강동구 상암로 86,127.1322742089,37.5480119440,,A05,A0502,A05020100,2826629,39,음식점
고카페 용산아이파크몰점,서울특별시 용산구 한강대로23길 55 (한강로3가),126.9647566449,37.5298249324,02-2012-2189,A05,A0502,A05020900,3446770,39,음식점
고티(Goatee),서울특별시 광진구 아차산로 242,127.0699328895,37.5399923069,010-3283-6566,A05,A0502,A05020200,2678877,39,음식점
고향,서울특별시 종로구 종로31가길 15,127.0000216632,37.5726900285,02-743-9191,A05,A0502,A05020100,2642829,39,음식점
고향냉면,서울특별시 영등포구 도신로 193,126.9127424566,37.5114900206,02-6053-0453,A05,A0502,A05020100,2682843,39,음식점
고향풍천장어,서울특별시 종로구 수표로 134,126.9884143797,37.5729731206,02-763-3142,A05,A0502,A05020100,2556003,39,음식점
고흥순대국머리고기 본점,서울특별시 광진구 아차산로34길 26,127.0691468765,37.5390590679,,A05,A0502,A05020100,2940395,39,음식점
고희,서울특별시 종로구 자하문로12길 17,126.9720795531,37.5801914329,02-734-4907,A05,A0502,A05020900,2685311,39,음식점
골드피쉬 딤섬퀴진,서울특별시 강남구 압구정로48길 35,127.0371223814,37.5261238830,,A05,A0502,A05020400,2869819,39,음식점
골목냉면,서울특별시 성동구 독서당로 295-7,127.0220120090,37.5486015556,02-2235-2540,A05,A0502,A05020100,2685319,39,음식점
골목대장,서울특별시 영등포구 당산로32길 1-8,126.8973100961,37.5268685139,02-2671-7573,A05,A0502,A05020100,2685388,39,음식점
골목떡볶이,서울특별시 송파구 문정로1길 33,127.1234850164,37.4891019577,,A05,A0502,A05020100,2834563,39,음식점
골목집,서울특별시 영등포구 도림로125길 34 (문래동2가),126.8931053057,37.5133061252,,A05,A0502,A05020100,2782825,39,음식점
곰국시집,서울특별시 중구 무교로 24 (무교동),126.9794958849,37.5681540761,02-756-3249~50,A05,A0502,A05020100,133276,39,음식점
곰국시집 명동,"서울특별시 중구 명동10길 19-3, 2층",126.985616252121,37.563067059608,02-756-3449,A05,A0502,A05020100,2643061,39,음식점
곰바위,서울특별시 강남구 영동대로115길 10 (삼성동),127.0588318325,37.5149422384,02-511-0068,A05,A0502,A05020100,133868,39,음식점
곱,서울특별시 영등포구 당산로 34,126.8965076549,37.5175168078,02-2633-5201,A05,A0502,A05020100,2685321,39,음식점
공기(Gongi),서울특별시 용산구 이태원로45길 4,126.9993644218,37.5362525840,,A05,A0502,A05020100,2779128,39,음식점
공미학,서울특별시 서초구 서초대로48길 101 그룹메가타워,127.0124840167,37.4886750116,,A05,A0502,A05020900,2847170,39,음식점
공평동꼼장어,서울특별시 종로구 우정국로 29,126.9828788071,37.5717676058,02-738-1769,A05,A0502,A05020100,2685210,39,음식점
공푸,서울특별시 성북구 삼선교로24길 29,127.0161225147,37.5888662157,,A05,A0502,A05020400,2839074,39,음식점
공항칼국수,서울특별시 강서구 남부순환로 5,126.8077700704,37.5613101356,02-2664-9748,A05,A0502,A05020100,2685324,39,음식점
광명수산,서울특별시 구로구 경인로59길 7,126.8826675817,37.5057012674,02-2675-5795,A05,A0502,A05020100,2653716,39,음식점
광양불고기,서울특별시 양천구 남부순환로 531,126.8379517753,37.5212847704,02-2697-9999,A05,A0502,A05020100,232249,39,음식점
광양불고기,서울특별시 송파구 백제고분로39길 6 광양불고기,127.1054750906,37.5050775567,,A05,A0502,A05020100,2844918,39,음식점
광양불고기본가,서울특별시 강남구 도곡로99길 16,127.0660509898,37.5018994384,02-567-8494,A05,A0502,A05020100,232271,39,음식점
광장동 가온,서울특별시 중구 명동길 74 명동성당,126.9866370241,37.5637908227,,A05,A0502,A05020100,2943518,39,음식점
광장싸롱,서울특별시 종로구 동호로 403-3,127.0016910214,37.5703681062,,A05,A0502,A05020900,2794769,39,음식점
광주똑순이아구찜,서울특별시 강서구 강서로 375-8 정호빌딩,126.8378757098,37.5594358900,,A05,A0502,A05020100,2849659,39,음식점
광화문국밥,서울특별시 중구 세종대로21길 53,126.9754462294,37.5690039051,,A05,A0502,A05020100,2914214,39,음식점
광화문등심,서울특별시 종로구 종로5길 34,126.9806484517,37.5718703316,02-722-2020,A05,A0502,A05020100,2668319,39,음식점
광화문석갈비,서울특별시 중구 세종대로 136,126.9782848748,37.5684790172,02-318-6288,A05,A0502,A05020100,2670606,39,음식점
광화문한옥집,"서울특별시 종로구 새문안로5가길 7, 지하1층",126.9740156982,37.5727701079,02-731-2500,A05,A0502,A05020100,2544573,39,음식점
괴르츠,서울특별시 마포구 토정로 136-13,126.9258347656,37.5449169264,,A05,A0502,A05020200,2853913,39,음식점
교다이야,서울특별시 마포구 성지길 39,126.9132191921,37.5469081365,,A05,A0502,A05020300,2853890,39,음식점
구기동오면,서울특별시 종로구 진흥로 455,126.9589188753,37.6072324975,,A05,A0502,A05020100,2836141,39,음식점
구기우육도삭면,서울특별시 동대문구 휘경로 16 (이문동),127.0616653926,37.5957106839,,A05,A0502,A05020100,3094069,39,음식점
구수옥설렁탕,서울특별시 관악구 남부순환로 1674,126.9365160531,37.4844102580,,A05,A0502,A05020100,2873289,39,음식점
구스아일랜드 브루하우스,서울특별시 강남구 역삼로 118,127.0321959757,37.4934831403,,A05,A0502,A05020700,2789667,39,음식점
구욱희씨,서울특별시 성동구 서울숲4길 12-22,127.0418907953,37.5471631921,,A05,A0502,A05020900,2895211,39,음식점
구월십일,서울특별시 도봉구 도봉로112길 26,127.0361607051,37.6468542779,,A05,A0502,A05020100,2810826,39,음식점
구정칼국수,서울특별시 강남구 논현로161길 13,127.0270011596,37.5233351362,02-545-2489,A05,A0502,A05020100,1926032,39,음식점
구텐,서울특별시 양천구 목동동로 293,126.8757897973,37.5282290825,02-2168-3336,A05,A0502,A05020200,2685326,39,음식점
구펠,서울특별시 성동구 왕십리로14길 30-1,127.0470125152,37.5484131390,,A05,A0502,A05020900,2895236,39,음식점
국시랑만두,서울특별시 종로구 자하문로 276 부원빌딩,126.9623993674,37.5982613810,,A05,A0502,A05020100,2939571,39,음식점
국시집,서울특별시 성북구 창경궁로43길 9,127.0043374886,37.5884827151,02-762-1924,A05,A0502,A05020100,403337,39,음식점
국화정원,서울특별시 성북구 성북로 154 (성북동),126.9927189286,37.5946179043,,A05,A0502,A05020100,403283,39,음식점
군산오징어본점,서울특별시 송파구 삼학사로 101,127.0970258234,37.5063411468,,A05,A0502,A05020100,2778425,39,음식점
군산찜,서울특별시 마포구 새터산길 2,126.9074108771,37.5650253711,,A05,A0502,A05020100,2914730,39,음식점
굴다리식당,서울특별시 마포구 도화길 44-2,126.9506520413,37.5416205318,,A05,A0502,A05020100,2914768,39,음식점
굴림,서울특별시 성동구 성수이로5길 1,127.0535955921,37.5363285496,,A05,A0502,A05020900,2901437,39,음식점
궁나라냉면묵밥,서울특별시 종로구 지봉로12길 6,127.0158673219,37.5769092675,02-744-4701,A05,A0502,A05020100,232218,39,음식점
궁전백반삼겹살,서울특별시 영등포구 영신로 139-2,126.9007821842,37.5203971056,02-2676-5472,A05,A0502,A05020100,2685357,39,음식점
권숙수,서울특별시 강남구 압구정로80길 37 (청담동),127.0435940627,37.5244297515,,A05,A0502,A05020100,2870435,39,음식점
권참치,서울특별시 동작구 사당로30길 142,126.9805649844,37.4786117191,02-597-7080,A05,A0502,A05020100,2679042,39,음식점
그날우리는,서울특별시 종로구 대학로9길 29,127.0002686047,37.5818000856,02-764-4697,A05,A0502,A05020100,2652951,39,음식점
그라데이션커피,서울특별시 성동구 상원12길 24-1,127.0503093754,37.5505990552,,A05,A0502,A05020900,2898994,39,음식점
그란구스또,서울특별시 강남구 삼성로 340,127.0595765768,37.5019687584,0507-1322-3960,A05,A0502,A05020200,1515607,39,음식점
그랑씨엘,서울특별시 강남구 도산대로45길 16-6,127.0358531280,37.5234436160,,A05,A0502,A05020200,2870471,39,음식점
그랜드컨벤션센터,서울특별시 영등포구 양평로 58,126.9007317735,37.5351370587,02-3667-7776<br />02-3667-9000,A05,A0502,A05020100,2624256,39,음식점
그레도제빵사,서울특별시 성북구 화랑로 304 진성38 빌딩,127.0622259471,37.6134364113,,A05,A0502,A05020900,2839324,39,음식점
그레이박스,서울특별시 성동구 아차산로13길 16 성수동램킨중흥S클래스오피스텔,127.0614085323,37.5447027172,,A05,A0502,A05020900,2901473,39,음식점
그릭조이,서울특별시 마포구 성지1길 6,126.9137746590,37.5482552117,02-338-2100,A05,A0502,A05020200,403305,39,음식점
그린랩,서울특별시 성동구 서울숲2길 18-11,127.0405936980,37.5469020873,,A05,A0502,A05020900,2894873,39,음식점
그린프루츠,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워)",126.8359845849,37.5463123815,,A05,A0502,A05020200,2820442,39,음식점
그릴1492 본점,서울특별시 중구 퇴계로 369,127.0125679544,37.5652161230,,A05,A0502,A05020100,2914206,39,음식점
그릴에이치(Grill H),서울특별시 강남구 도산대로 439,127.0437551686,37.5240770180,02-3446-5547,A05,A0502,A05020200,135627,39,음식점
글로브 비스트로,서울특별시 강남구 테헤란로 521 파르나스타워,127.0608234799,37.5092457134,,A05,A0502,A05020200,2943522,39,음식점
글로우,서울특별시 성동구 아차산로9길 20,127.0585726446,37.5459025273,,A05,A0502,A05020900,2901527,39,음식점
금강산감자탕 방이본점,서울특별시 송파구 위례성대로 34,127.1160377125,37.5158459413,,A05,A0502,A05020100,2846970,39,음식점
금강수림,서울특별시 강남구 강남대로 240,127.0344460047,37.4852202516,02-577-9992,A05,A0502,A05020100,1882945,39,음식점
금고깃집 마곡본점,서울특별시 강서구 마곡동로 61 에이스프라자,126.8331733261,37.5606717733,,A05,A0502,A05020100,2849675,39,음식점
금동화로숯불구이,서울특별시 중구 퇴계로41길 35 (인현동2가),126.9954084594,37.5633354777,02-2264-3002,A05,A0502,A05020100,2652993,39,음식점
금돼지식당,서울특별시 중구 다산로 149 (신당동),127.0116932624,37.5571475999,,A05,A0502,A05020100,2778424,39,음식점
금룡,서울특별시 영등포구 국회대로70길 19,126.9208689925,37.5292686559,02-785-0609,A05,A0502,A05020400,2671202,39,음식점
금바위감자탕,서울특별시 송파구 동남로 94 (문정동),127.1219879353,37.4889352835,,A05,A0502,A05020100,2849336,39,음식점
금성관나주곰탕,서울특별시 중구 남대문로 29,126.9788572423,37.5614826177,02-753-7898,A05,A0502,A05020100,2653000,39,음식점
금수강산,서울특별시 영등포구 영등포로 147,126.8981323963,37.5214413813,02-2671-3881,A05,A0502,A05020100,2685352,39,음식점
금왕돈까스,서울특별시 성북구 성북로 138 (성북동),126.9943993243,37.5948845699,02-763-9366,A05,A0502,A05020200,2039547,39,음식점
금용문,서울특별시 종로구 새문안로5가길 7 (내수동),126.9740518037,37.5728256579,02-731-2502,A05,A0502,A05020400,2544579,39,음식점
금호칼국수,서울특별시 서대문구 홍제동,126.9491148534,37.5846543910,,A05,A0502,A05020100,2905524,39,음식점
기미사 성수,서울특별시 성동구 성수이로26길 47,127.0627889477,37.5451860192,,A05,A0502,A05020900,2901550,39,음식점
기와,서울특별시 용산구 한강대로21나길 40 (한강로3가),126.9640706549,37.5277557163,02-710-7777,A05,A0502,A05020100,2029960,39,음식점
기절초풍왕순대,서울특별시 관악구 봉천로62길 2,126.9584336783,37.4781641526,,A05,A0502,A05020100,2850314,39,음식점
기차가 있는 풍경,서울특별시 노원구 화랑로 608 (공릉동),127.0931061506,37.6245051267,,A05,A0502,A05020900,3457913,39,음식점
기후,서울특별시 성동구 성수이로 66 서울숲 드림타워,127.0561480144,37.5406725356,,A05,A0502,A05020300,2901568,39,음식점
긴꼬리초밥,서울특별시 강서구 공항대로 269-15 힐스테이트에코마곡,126.8372563156,37.5596636302,,A05,A0502,A05020300,2849681,39,음식점
길림성,서울특별시 영등포구 신길로 184,126.9111176832,37.5086764298,02-846-4661,A05,A0502,A05020400,2682803,39,음식점
길목,서울특별시 강남구 영동대로129길 10 진성빌딩,127.0564180465,37.5190778257,,A05,A0502,A05020100,2870486,39,음식점
길복정,서울특별시 종로구 새문안로5가길 13,126.9737601530,37.5732089415,02-739-9392,A05,A0502,A05020100,1120046,39,음식점
김가네가마솥설렁탕,서울특별시 강서구 방화동로 52,126.8119195860,37.5650625510,02-2666-0666,A05,A0502,A05020100,132920,39,음식점
김밥나라,"서울특별시 용산구 한강대로 53, 1층",126.9643762349,37.5258864941,02-796-1439,A05,A0502,A05020100,2642367,39,음식점
김북순큰남비집 신사본점,"서울특별시 강남구 압구정로2길 15 (신사동, 신사아이빌)",127.0199713168,37.5207714188,,A05,A0502,A05020100,2869101,39,음식점
김삼보김치찌개,서울특별시 서대문구 명물길 62 오시리스타워,126.9396164452,37.5589849824,,A05,A0502,A05020100,2918773,39,음식점
김수사,서울특별시 강남구 도산대로 132 해정빌딩,127.0232350084,37.5172413314,,A05,A0502,A05020300,2871497,39,음식점
김영섭초밥,서울특별시 마포구 월드컵북로 352-18,126.8933312477,37.5777125327,,A05,A0502,A05020300,2853997,39,음식점
김진목삼,"서울특별시 종로구 자하문로1길 51, 1층",126.9695965377,37.5769500984,02-929-2929,A05,A0502,A05020100,2674658,39,음식점
김치골웰빙밥상,서울특별시 종로구 인사동길 22-5,126.9867561958,37.5730397497,02-720-6436,A05,A0502,A05020100,2653001,39,음식점
까델루뽀,서울특별시 종로구 자하문로16길 5-5,126.9713490183,37.5817995664,02-734-5233,A05,A0502,A05020200,403407,39,음식점
까르니두브라질 강남역,서울특별시 강남구 테헤란로4길 14,127.0297099800,37.4974076397,02-552-4442,A05,A0502,A05020200,2685212,39,음식점
까르니브라질그릴,서울특별시 서초구 방배로 83-9 동화빌딩,126.9966717526,37.4821004919,,A05,A0502,A05020200,2857428,39,음식점
까볼로 연신내,서울특별시 은평구 연서로27길 16-14,126.9183305860,37.6187137678,02-382-2015,A05,A0502,A05020200,2685214,39,음식점
까사빠보(구 호무랑),서울특별시 중구 소공로 63,126.9811237176,37.5609438324,02-310-5169,A05,A0502,A05020300,2624898,39,음식점
까페오렌지,서울특별시 종로구 수표로 96,126.9900643206,37.5697568574,02-2279-1220,A05,A0502,A05020900,2653002,39,음식점
까폼,서울특별시 강남구 선릉로153길 18,127.0380140003,37.5249351480,,A05,A0502,A05020700,2870271,39,음식점
깎뜨쌀국수,서울특별시 강동구 구천면로40길 14,127.1342657698,37.5453595105,,A05,A0502,A05020700,2827975,39,음식점
깔리,서울특별시 종로구 대학로11길 43,126.9992714530,37.5825166505,,A05,A0502,A05020700,2786045,39,음식점
꺼거,서울특별시 용산구 한강대로48길 10,126.9711421239,37.5316053954,,A05,A0502,A05020400,2871082,39,음식점
