페르소나ID,일차,코스ID,구간순서,장소명,위도,경도,address,road_address
3,1,3A,1,롯데백화점/에비뉴엘,37.51291427,127.1016964,서울 송파구 올림픽로 300,서울 송파구 올림픽로 300
3,1,3A,2,명동 스트리트,37.56209483,126.9841147,서울 중구 삼일대로 302,서울 중구 삼일대로 302
3,1,3A,3,명동지하상가,37.56349289,126.982085,서울 중구 을지로 지하 42,서울 중구 을지로 지하 42
3,1,3A,4,올리브영 명동 글로벌,37.54417332,127.0544304,서울 성동구 연무장7길 13,서울 성동구 연무장7길 13
3,1,3A,5,백화점 식당가(한식 정식)(식당),37.50428126,127.0045667,서울 서초구 신반포로 176 (반포동),서울 서초구 신반포로 176 (반포동)
3,2,3B,1,DDP,37.56718431,127.009911,서울 중구 을지로 281,서울 중구 을지로 281
3,2,3B,2,동대문 쇼핑타운/두타,37.57042086,127.0076181,서울 종로구 종로 266,서울 종로구 종로 266
3,2,3B,3,동대문 종합시장(원단)(식당),37.57085784,127.007617,서울 종로구 종로 266,서울 종로구 종로 266
3,2,3B,4,닭한마리 골목(식당),37.57029124,127.0052976,서울 종로구 종로40가길 25,서울 종로구 종로40가길 25
3,3,3C,1,코엑스몰,37.51292302,127.0581324,서울 강남구 영동대로 513,서울 강남구 영동대로 513
3,3,3C,2,별마당도서관,37.51019286,127.0601594,서울 강남구 삼성동 159-9,
3,3,3C,3,현대백화점 무역센터,37.50865144,127.0597748,서울 강남구 테헤란로 517,서울 강남구 테헤란로 517
3,3,3C,4,올리브영 코엑스,37.50959144,127.0592733,서울 성동구 연무장7길 13,서울 성동구 연무장7길 13
3,3,3C,5,푸드코트/우리밀국시(식당),37.53635612,127.0037077,서울 용산구 한남대로 91,서울 용산구 한남대로 91
3,4,3D,1,가로수길 편집숍,37.52344902,127.0266523,서울 성동구 아차산로1길 11,서울 성동구 아차산로1길 11
3,4,3D,2,도산공원,37.52455769,127.0352876,서울 강남구 신사동 649-9,
3,4,3D,3,백암왕순대/한일관 런치(식당),37.57358484,126.9884875,서울 종로구 삼일대로28길 9,서울 종로구 삼일대로28길 9
3,5,3E,1,비이커 한남점,37.53661927,127.0000091,서울 용산구 이태원로 241,서울 용산구 이태원로 241
3,5,3E,2,마르디메크르디 한남,37.53595973,127.0009674,서울 용산구 이태원로54길 58,서울 용산구 이태원로54길 58
3,5,3E,3,블루보틀 한남점,37.53630111,127.0050327,서울 성동구 아차산로 7,서울 성동구 아차산로 7
3,5,3E,4,바우슈텔러(식당),37.53753286,127.0023082,서울 용산구 이태원로54길 16-1,서울 용산구 이태원로54길 16-1
4,1,4A,1,경복궁,37.57761329,126.9768979,서울 종로구 사직로 161,서울 종로구 사직로 161
4,1,4A,2,국립민속/국립고궁박물관,37.58169969,126.979016,서울 종로구 삼청로 37,서울 종로구 삼청로 37
4,1,4A,3,북촌한옥마을,37.58176815,126.9848125,서울 종로구 북촌로 53,서울 종로구 북촌로 53
4,1,4A,4,창덕궁·후원,37.57782953,126.9893771,서울 종로구 율곡로 99번지,서울 종로구 율곡로 99번지
4,1,4A,5,종묘,37.57610804,126.994213,서울 종로구 종로 157,서울 종로구 종로 157
4,1,4A,6,발우공양(예약)(식당),37.57396983,126.9831692,서울 종로구 우정국로 56,서울 종로구 우정국로 56
4,2,4B,1,덕수궁,37.56556387,126.9748948,서울 중구 세종대로 99,서울 중구 세종대로 99
4,2,4B,2,국립현대미술관 덕수궁관,37.56593843,126.9737401,서울 중구 세종대로 99,서울 중구 세종대로 99
4,2,4B,3,문화역서울284,37.55587561,126.9716273,서울 중구 통일로 1,서울 중구 통일로 1
4,2,4B,4,서울도서관,37.56625644,126.977928,서울 중구 세종대로 110,서울 중구 세종대로 110
4,2,4B,5,광화문집,37.5713663,126.9749834,서울 종로구 새문안로5길 12,서울 종로구 새문안로5길 12
4,3,4C,1,서울 한양도성(낙산),37.58079664,127.0086358,서울 성북구 삼선동1가,
4,3,4C,2,낙산공원 야경,37.57798558,127.0081306,서울 종로구 낙산성곽서1길 18-26,서울 종로구 낙산성곽서1길 18-26
4,3,4C,3,흥인지문,37.57114151,127.0095719,서울 종로구 종로 288,서울 종로구 종로 288
4,3,4C,4,청계천 야간,37.55366459,127.0193069,서울 동작구 동작대로1길 7,서울 동작구 동작대로1길 7
4,3,4C,5,동대문 닭한마리(식당),37.56785914,127.0573918,서울 종로구 종로40가길 25,서울 종로구 종로40가길 25
4,4,4D,1,서대문형무소역사관,37.57450354,126.9563153,서울 서대문구 통일로 251,서울 서대문구 통일로 251
4,4,4D,2,경교장,37.56836251,126.9680524,서울 종로구 새문안로 29,서울 종로구 새문안로 29
4,4,4D,3,안중근의사기념관,37.55352399,126.9804079,서울 중구 소월로 91,서울 중구 소월로 91
4,4,4D,4,청와대,37.5826761,126.9732338,서울 종로구 효자로13길 45,서울 종로구 효자로13길 45
4,4,4D,5,충정로 백반/칼국수(식당),37.56326688,126.99133,서울 중구 퇴계로27길 46,서울 중구 퇴계로27길 46
5,1,5A,1,홍대 K-뷰티 메이크업 클래스,37.5509256,126.9214656,서울 마포구 서교동 363-16,서울 마포구 서교동 363-16
5,1,5A,2,삼거리 푸줏간(홍대),37.54176171,127.1348961,서울 강동구 천중로32길 25,서울 강동구 천중로32길 25
5,1,5A,3,SM 유니버스 댄스클래스,37.49821308,127.0684549,서울 강남구 영동대로 217,서울 강남구 영동대로 217
5,1,5A,4,청담골(강남),37.52274667,127.0434215,서울 강남구 선릉로148길 48,서울 강남구 선릉로148길 48
5,2,5B,1,롯데월드타워 서울스카이,37.51254232,127.1025465,서울 송파구 올림픽로 300,서울 송파구 올림픽로 300
5,2,5B,2,석촌호수,37.50768073,127.0991128,서울 송파구 잠실동 47,
5,2,5B,3,SMTOWN &STORE(롯데월드몰),37.54425056,127.0442362,서울 성동구 왕십리로 83-21,서울 성동구 왕십리로 83-21
5,2,5B,4,롯데월드몰,37.51260448,127.1025556,서울 송파구 올림픽로 300,서울 송파구 올림픽로 300
5,2,5B,5,백제삼계탕/푸드코트(식당),37.53635612,127.0037077,서울 용산구 한남대로 91,서울 용산구 한남대로 91
5,3,5C,1,국립중앙박물관,37.52384681,126.980203,서울 용산구 서빙고로 137,서울 용산구 서빙고로 137
5,3,5C,2,이태원 스트리트,37.53908841,126.9891264,서울 용산구 이태원동 119-23,
5,3,5C,3,한일관 런치/남영역 백반(식당),37.57358484,126.9884875,서울 종로구 삼일대로28길 9,서울 종로구 삼일대로28길 9
5,4,5D,1,경복궁 포토,37.57919006,126.9822816,서울 마포구 동교로46길 40,서울 마포구 동교로46길 40
5,4,5D,2,북촌한옥마을,37.58176815,126.9848125,서울 종로구 북촌로 53,서울 종로구 북촌로 53
5,4,5D,3,인사동 쌈지길,37.57435206,126.9847313,서울 종로구 인사동길 44,서울 종로구 인사동길 44
5,4,5D,4,교보 핫트랙스(광화문),37.57061725,126.9778633,서울 종로구 종로 1,서울 종로구 종로 1
5,4,5D,5,삼청동수제비/오세계향(식당),37.57466657,126.9852407,서울 종로구 인사동12길 14-5,서울 종로구 인사동12길 14-5
5,5,5E,1,홍대 프리마켓/버스킹,37.54869202,126.9204893,서울 마포구 서교동 365-29,
5,5,5E,2,비트로드,37.55245682,126.9211292,서울 마포구 잔다리로6길 35,서울 마포구 잔다리로6길 35
5,5,5E,3,프리모바치오바치(카페),37.55478399,126.9237037,서울 마포구 와우산로23길 44,서울 마포구 와우산로23길 44
