페르소나ID,일차,코스ID,구간순서,장소명,위도,경도,address,road_address
3,4,3D,3,白岩(ペガム)王スンデ/韓一館(ハニルグァン)ランチ (食堂),37.57358484,126.9884875,"ソウル特別市 鐘路区 三一大路28キル 9","ソウル特別市 鐘路区 三一大路28キル 9"
3,5,3E,1,BEAKER 漢南店,37.53661927,127.0000091,"ソウル特別市 龍山区 梨泰院路 241","ソウル特別市 龍山区 梨泰院路 241"
3,5,3E,2,マルディメクルディ漢南,37.53595973,127.0009674,"ソウル特別市 龍山区 梨泰院路54キル 58","ソウル特別市 龍山区 梨泰院路54キル 58"
3,5,3E,3,ブルーボトル漢南店,37.53630111,127.0050327,"ソウル特別市 城東区 アチャ山路 7","ソウル特別市 城東区 アチャ山路 7"
3,5,3E,4,バウシュテラ (食堂),37.53753286,127.0023082,"ソウル特別市 龍山区 梨泰院路54キル 16-1","ソウル特別市 龍山区 梨泰院路54キル 16-1"
4,1,4A,1,景福宮,37.57761329,126.9768979,"ソウル特別市 鐘路区 社稷路 161","ソウル特別市 鐘路区 社稷路 161"
4,1,4A,2,国立民俗/国立古宮博物館,37.58169969,126.979016,"ソウル特別市 鐘路区 三清路 37","ソウル特別市 鐘路区 三清路 37"
4,1,4A,3,北村韓屋村,37.58176815,126.9848125,"ソウル特別市 鐘路区 北村路 53","ソウル特別市 鐘路区 北村路 53"
4,1,4A,4,昌徳宮(チャンドックン)・後苑(フウォン),37.57782953,126.9893771,"ソウル特別市 鐘路区 栗谷路 99番地","ソウル特別市 鐘路区 栗谷路 99番地"
4,1,4A,5,宗廟(チョンミョ),37.57610804,126.994213,"ソウル特別市 鐘路区 鐘路 157","ソウル特別市 鐘路区 鐘路 157"
4,1,4A,6,鉢盂供養(パルゴンヤン) (予約) (食堂),37.57396983,126.9831692,"ソウル特別市 鐘路区 郵征局路 56","ソウル特別市 鐘路区 郵征局路 56"
4,2,4B,1,徳寿宮,37.56556387,126.9748948,"ソウル特別市 中区 世宗大路 99","ソウル特別市 中区 世宗大路 99"
4,2,4B,2,国立現代美術館徳寿宮館,37.56593843,126.9737401,"ソウル特別市 中区 世宗大路 99","ソウル特別市 中区 世宗大路 99"
4,2,4B,3,文化駅ソウル284,37.55587561,126.9716273,"ソウル特別市 中区 統一路 1","ソウル特別市 中区 統一路 1"
4,2,4B,4,ソウル図書館,37.56625644,126.977928,"ソウル特別市 中区 世宗大路 110","ソウル特別市 中区 世宗大路 110"
4,2,4B,5,光化門チプ,37.5713663,126.9749834,"ソウル特別市 鐘路区 セムナン路5キル 12","ソウル特別市 鐘路区 セムナン路5キル 12"
4,3,4C,1,ソウル漢陽都城 (駱山),37.58079664,127.0086358,"ソウル特別市 城北区 三仙洞1街",
4,3,4C,2,駱山(ナクサン)公園 夜景,37.57798558,127.0081306,"ソウル特別市 鐘路区 駱山城郭西1キル 18-26","ソウル特別市 鐘路区 駱山城郭西1キル 18-26"
4,3,4C,3,興仁之門,37.57114151,127.0095719,"ソウル特別市 鐘路区 鐘路 288","ソウル特別市 鐘路区 鐘路 288"
4,3,4C,4,清渓川 夜景,37.55366459,127.0193069,"ソウル特別市 銅雀区 銅作大路1キル 7","ソウル特別市 銅雀区 銅作大路1キル 7"
4,3,4C,5,東大門タッカンマリ (食堂),37.56785914,127.0573918,"ソウル特別市 鐘路区 鐘路40カキル 25","ソウル特別市 鐘路区 鐘路40カキル 25"
4,4,4D,1,西大門刑務所歴史館,37.57450354,126.9563153,"ソウル特別市 西大門区 統一路 251","ソウル特別市 西大門区 統一路 251"
4,4,4D,2,京橋荘(キョンギョジャン),37.56836251,126.9680524,"ソウル特別市 鐘路区 セムナン路 29","ソウル特別市 鐘路区 セムナン路 29"
4,4,4D,3,安重根(アン・ジュングン)義士記念館,37.55352399,126.9804079,"ソウル特別市 中区 ソウォル路 91","ソウル特別市 中区 ソウォル路 91"
4,4,4D,4,青瓦台(チョンワデ),37.5826761,126.9732338,"ソウル特別市 鐘路区 孝子路13キル 45","ソウル特別市 鐘路区 孝子路13キル 45"
4,4,4D,5,忠正路(チュンジョンノ)ペクパン/カルグクス (食堂),37.56326688,126.99133,"ソウル特別市 中区 退渓路27キル 46","ソウル特別市 中区 退渓路27キル 46"
5,1,5A,1,弘大 K-ビューティーメイクアップクラス,37.5509256,126.9214656,"ソウル特別市 麻浦区 西橋洞 363-16","ソウル特別市 麻浦区 西橋洞 363-16"
5,1,5A,2,サムゴリプジュッカン (弘大),37.54176171,127.1348961,"ソウル特別市 江東区 千中路32キル 25","ソウル特別市 江東区 千中路32キル 25"
5,1,5A,3,SMユニバースダンスクラス,37.49821308,127.0684549,"ソウル特別市 江南区 永東大路 217","ソウル特別市 江南区 永東大路 217"
5,1,5A,4,チョンダムゴル (江南),37.52274667,127.0434215,"ソウル特別市 江南区 宣陵路148キル 48","ソウル特別市 江南区 宣陵路148キル 48"
5,2,5B,1,ロッテワールドタワー ソウルスカイ,37.51254232,127.1025465,"ソウル特別市 松坡区 オリンピック路 300","ソウル特別市 松坡区 オリンピック路 300"
5,2,5B,2,石村湖,37.50768073,127.0991128,"ソウル特別市 松坡区 蚕室洞 47",
5,2,5B,3,SMTOWN &STORE (ロッテワールドモール),37.54425056,127.0442362,"ソウル特別市 城東区 往十里路 83-21","ソウル特別市 城東区 往十里路 83-21"
5,2,5B,4,ロッテワールドモール,37.51260448,127.1025556,"ソウル特別市 松坡区 オリンピック路 300","ソウル特別市 松坡区 オリンピック路 300"
5,2,5B,5,百済(ペクチェ)サムゲタン/フードコート (食堂),37.53635612,127.0037077,"ソウル特別市 龍山区 漢南大路 91","ソウル特別市 龍山区 漢南大路 91"
5,3,5C,1,国立中央博物館,37.52384681,126.980203,"ソウル特別市 龍山区 西氷庫路 137","ソウル特別市 龍山区 西氷庫路 137"
5,3,5C,2,梨泰院ストリート,37.53908841,126.9891264,"ソウル特別市 龍山区 梨泰院洞 119-23",
5,3,5C,3,韓一館ランチ/南営駅(ナミョンヨク)ペクパン (食堂),37.57358484,126.9884875,"ソウル特別市 鐘路区 三一大路28キル 9","ソウル特別市 鐘路区 三一大路28キル 9"
5,4,5D,1,景福宮フォト,37.57919006,126.9822816,"ソウル特別市 麻浦区 東橋路46キル 40","ソウル特別市 麻浦区 東橋路46キル 40"
5,4,5D,2,北村韓屋村,37.58176815,126.9848125,"ソウル特別市 鐘路区 北村路 53","ソウル特別市 鐘路区 北村路 53"
5,4,5D,3,仁寺洞サムジギル,37.57435206,126.9847313,"ソウル特別市 鐘路区 仁寺洞キル 44","ソウル特別市 鐘路区 仁寺洞キル 44"
5,4,5D,4,教保(キョボ)ホットトラックス (光化門),37.57061725,126.9778633,"ソウル特別市 鐘路区 鐘路 1","ソウル特別市 鐘路区 鐘路 1"
5,4,5D,5,三清洞スジェビ/五世界郷(オセゲヒャン) (食堂),37.57466657,126.9852407,"ソウル特別市 鐘路区 仁寺洞12キル 14-5","ソウル特別市 鐘路区 仁寺洞12キル 14-5"
5,5,5E,1,弘大フリーマーケット/バスキング,37.54869202,126.9204893,"ソウル特別市 麻浦区 西橋洞 365-29",
5,5,5E,2,ビートロード,37.55245682,126.9211292,"ソウル特別市 麻浦区 チャンダリ路6キル 35","ソウル特別市 麻浦区 チャンダリ路6キル 35"
5,5,5E,3,プリモ・バチオ・バチ (カフェ),37.55478399,126.9237037,"ソウル特別市 麻浦区 臥牛山路23キル 44","ソウル特別市 麻浦区 臥牛山路23キル 44"
