페르소나ID,일차,코스ID,구간순서,장소명,위도,경도,address,road_address
0,4,0D,5,Woorimil Guksi / Garam Guksi (COEX),37.52437305,127.040704,"首尔特别市 江南区 宣陵路152街 15","首尔特别市 江南区 宣陵路152街 15"
0,5,0E,1,京义线林荫道,37.55880348,126.9253385,"首尔特别市 麻浦区 东桥洞 190-1",
0,5,0E,2,弘大自由市场/街头表演,37.54869202,126.9204893,"首尔特别市 麻浦区 西桥洞 365-29",
0,5,0E,3,欧利芙洋弘大入口站店,37.55625795,126.9235992,"首尔特别市 城东区 练武场7街 13","首尔特别市 城东区 练武场7街 13"
0,5,0E,4,肉梦弘大总店 (餐厅),37.55322239,126.9207108,"首尔特别市 麻浦区 杨花路16街 19","首尔特别市 麻浦区 杨花路16街 19"
1,1,1A,1,国立中央博物馆,37.52384681,126.980203,"首尔特别市 龙山区 西冰库路 137","首尔特别市 龙山区 西冰库路 137"
1,1,1A,2,三星Leeum美术馆,37.53833657,126.9991174,"首尔特别市 龙山区 梨泰院路55街 60-16","首尔特别市 龙山区 梨泰院路55街 60-16"
1,1,1A,3,梨泰院精品店/古董家具街,37.53452521,126.9943339,"首尔特别市 龙山区 梨泰院洞 119-23",
1,1,1A,4,汉江E-land游船 (夜景),37.52567949,126.9384616,"首尔特别市 永登浦区 汝矣东路 290","首尔特别市 永登浦区 汝矣东路 290"
1,1,1A,5,Onjium (预约) (餐厅),37.58049474,126.9733907,"首尔特别市 钟路区 孝子路 49","首尔特别市 钟路区 孝子路 49"
1,2,1B,1,乐天世界塔SEOUL SKY,37.51254232,127.1025465,"首尔特别市 松坡区 奥林匹克路 300","首尔特别市 松坡区 奥林匹克路 300"
1,2,1B,2,石村湖,37.50768073,127.0991128,"首尔特别市 松坡区 蚕室洞 47",
1,2,1B,3,Avenuel/乐天世界购物中心,37.51289804,127.1017077,"首尔特别市 松坡区 奥林匹克路 300","首尔特别市 松坡区 奥林匹克路 300"
1,2,1B,4,Bicena/La Seine (预约) (餐厅),37.56538301,126.9810126,"首尔特别市 中区 乙支路 30","首尔特别市 中区 乙支路 30"
1,3,1C,1,首尔林,37.54432223,127.0376178,"首尔特别市 城东区 圣水洞1街 678-1",
1,3,1C,2,爷爷工厂 (咖啡厅),37.54108991,127.0548288,"首尔特别市 城东区 圣水二路7街 9",
1,3,1C,3,Musinsa Terrace,37.54148559,127.0564607,"首尔特别市 城东区 练武场街 83","首尔特别市 城东区 练武场街 83"
1,3,1C,4,欧利芙洋圣水店,37.54418321,127.0544825,"首尔特别市 城东区 练武场7街 13","首尔特别市 城东区 练武场7街 13"
1,3,1C,5,Gihu (Omakase·预约) (餐厅),37.54059915,127.05615,"首尔特别市 城东区 圣水二路 66","首尔特别市 城东区 圣水二路 66"
1,4,1D,1,岛山公园,37.52455769,127.0352876,"首尔特别市 江南区 新沙洞 649-9",
1,4,1D,2,林荫路旗舰店,37.52065771,127.0223357,"首尔特别市 江南区 岛山大路 403","首尔特别市 江南区 岛山大路 403"
1,4,1D,3,Mingles 午餐 (预约) (餐厅),37.52537012,127.0441606,"首尔特别市 江南区 岛山大路67街 19","首尔特别市 江南区 岛山大路67街 19"
1,5,1E,1,南山艺场公园,37.56048259,126.9888302,"首尔特别市 中区 铸字洞 5-22",
1,5,1E,2,南山缆车,37.55658072,126.984031,"首尔特别市 中区 素坡路 83","首尔特别市 中区 素坡路 83"
1,5,1E,3,N首尔塔 (夜景),37.55130497,126.9882306,"首尔特别市 龙山区 南山公园街 105","首尔特别市 龙山区 南山公园街 105"
1,5,1E,4,木觅山房,37.55811277,126.9868941,"首尔特别市 中区 退溪路20街 71","首尔特别市 中区 退溪路20街 71"
2,1,2A,1,汝矣岛汉江公园,37.5263886,126.9351293,"首尔特别市 永登浦区 汝矣岛洞 85",
2,1,2A,2,IFC购物中心,37.52504158,126.9258959,"首尔特别市 永登浦区 国际金融路 10","首尔特别市 永登浦区 国际金融路 10"
2,1,2A,3,鹭得岛,37.51766014,126.9580339,"首尔特别市 龙山区 让宁路 445","首尔特别市 龙山区 让宁路 445"
2,1,2A,4,盘浦大桥月光彩虹喷泉,37.51262196,126.9983939,"首尔特别市 瑞草区 盘浦洞 649-1",
2,2,2B,1,德寿宫·石墙路,37.56497658,126.9756646,"首尔特别市 中区 世宗大路 地下 101","首尔特别市 中区 世宗大路 地下 101"
2,2,2B,2,贞洞路,37.56585893,126.9727758,"首尔特别市 中区 贞洞街 43","首尔特别市 中区 贞洞街 43"
2,2,2B,3,光化门广场,37.57260286,126.9769164,"首尔特别市 钟路区 世宗路 1-68",
2,2,2B,4,光化门店,37.5713663,126.9749834,"首尔特别市 钟路区 新门内路5街 12","首尔特别市 钟路区 新门内路5街 12"
2,3,2C,1,京义线林荫道,37.55880348,126.9253385,"首尔特别市 麻浦区 东桥洞 190-1",
2,3,2C,2,The Hand and Malt Taproom,37.53274269,126.9709248,"首尔特别市 龙山区 汉江大路 149","首尔特别市 龙山区 汉江大路 149"
2,3,2C,3,Primo Bacio Baci (咖啡厅),37.55478399,126.9237037,"首尔特别市 麻浦区 卧牛山路23街 44","首尔特别市 麻浦区 卧牛山路23街 44"
2,4,2D,1,首尔林,37.54432223,127.0376178,"首尔特别市 城东区 圣水洞1街 678-1",
2,4,2D,2,爷爷工厂 (咖啡厅),37.54108991,127.0548288,"首尔特别市 城东区 圣水二路7街 9",
2,4,2D,3,Musinsa Terrace,37.54148559,127.0564607,"首尔特别市 城东区 练武场街 83","首尔特别市 城东区 练武场街 83"
2,4,2D,4,欧利芙洋圣水店,37.54418321,127.0544825,"首尔特别市 城东区 练武场7街 13","首尔特别市 城东区 练武场7街 13"
2,4,2D,5,有名的圣水土豆汤 (餐厅),37.54283084,127.0544046,"首尔特别市 城东区 练武场街 45","首尔特别市 城东区 练武场街 45"
3,1,3A,1,乐天百货/Avenuel,37.51291427,127.1016964,"首尔特别市 松坡区 奥林匹克路 300","首尔特别市 松坡区 奥林匹克路 300"
3,1,3A,2,明洞街,37.56209483,126.9841147,"首尔特别市 中区 三一大路 302","首尔特别市 中区 三一大路 302"
3,1,3A,3,明洞地下商街,37.56349289,126.982085,"首尔特别市 中区 乙支路 地下 42","首尔特别市 中区 乙支路 地下 42"
3,1,3A,4,欧利芙洋明洞全球店,37.54417332,127.0544304,"首尔特别市 城东区 练武场7街 13","首尔特别市 城东区 练武场7街 13"
3,1,3A,5,百货公司美食街 (韩式套餐) (餐厅),37.50428126,127.0045667,"首尔特别市 瑞草区 新盘浦路 176","首尔特别市 瑞草区 新盘浦路 176"
3,2,3B,1,DDP,37.56718431,127.009911,"首尔特别市 中区 乙支路 281","首尔特别市 中区 乙支路 281"
3,2,3B,2,东大门购物城/斗塔,37.57042086,127.0076181,"首尔特别市 钟路区 钟路 266","首尔特别市 钟路区 钟路 266"
3,2,3B,3,东大门综合市场 (布料) (餐厅),37.57085784,127.007617,"首尔特别市 钟路区 钟路 266","首尔特别市 钟路区 钟路 266"
3,2,3B,4,一只鸡胡同 (餐厅),37.57029124,127.0052976,"首尔特别市 钟路区 钟路40街 25","首尔特别市 钟路区 钟路40街 25"
3,3,3C,1,COEX购物中心,37.51292302,127.0581324,"首尔特别市 江南区 永东大路 513","首尔特别市 江南区 永东大路 513"
3,3,3C,2,星空图书馆,37.51019286,127.0601594,"首尔特别市 江南区 三成洞 159-9",
3,3,3C,3,现代百货贸易中心店,37.50865144,127.0597748,"首尔特别市 江南区 德黑兰路 517","首尔特别市 江南区 德黑兰路 517"
3,3,3C,4,欧利芙洋COEX店,37.50959144,127.0592733,"首尔特别市 城东区 练武场7街 13","首尔特别市 城东区 练武场7街 13"
3,3,3C,5,美食广场/Woorimil Guksi (餐厅),37.53635612,127.0037077,"首尔特别市 龙山区 汉南大路 91","首尔特别市 龙山区 汉南大路 91"
3,4,3D,1,林荫路精品店,37.52344902,127.0266523,"首尔特别市 城东区 峨嵯山路1街 11","首尔特别市 城东区 峨嵯山路1街 11"
3,4,3D,2,岛山公园,37.52455769,127.0352876,"首尔特别市 江南区 新沙洞 649-9",
3,4,3D,3,白岩王米肠/韩一馆午餐 (餐厅),37.57358484,126.9884875,"首尔特别市 钟路区 三一大路28街 9","首尔特别市 钟路区 三一大路28街 9"
3,5,3E,1,Beaker汉南店,37.53661927,127.0000091,"首尔特别市 龙山区 梨泰院路 241","首尔特别市 龙山区 梨泰院路 241"
3,5,3E,2,Mardi Mercredi汉南,37.53595973,127.0009674,"首尔特别市 龙山区 梨泰院路54街 58","首尔特别市 龙山区 梨泰院路54街 58"
3,5,3E,3,Blue Bottle汉南店,37.53630111,127.0050327,"首尔特别市 城东区 峨嵯山路 7","首尔特别市 城东区 峨嵯山路 7"
3,5,3E,4,Baustelle (餐厅),37.53753286,127.0023082,"首尔特别市 龙山区 梨泰院路54街 16-1","首尔特别市 龙山区 梨泰院路54街 16-1"
4,1,4A,1,景福宫,37.57761329,126.9768979,"首尔特别市 钟路区 社稷路 161","首尔特别市 钟路区 社稷路 161"
4,1,4A,2,国立民俗/国立古宫博物馆,37.58169969,126.979016,"首尔特别市 钟路区 三清路 37","首尔特别市 钟路区 三清路 37"
4,1,4A,3,北村韩屋村,37.58176815,126.9848125,"首尔特别市 钟路区 北村路 53","首尔特别市 钟路区 北村路 53"
4,1,4A,4,昌德宫·后苑,37.57782953,126.9893771,"首尔特别市 钟路区 栗谷路 99番地","首尔特别市 钟路区 栗谷路 99番地"
4,1,4A,5,宗庙,37.57610804,126.994213,"首尔特别市 钟路区 钟路 157","首尔特别市 钟路区 钟路 157"
4,1,4A,6,钵盂供养 (预约) (餐厅),37.57396983,126.9831692,"首尔特别市 钟路区 邮政局路 56","首尔特别市 钟路区 邮政局路 56"
4,2,4B,1,德寿宫,37.56556387,126.9748948,"首尔特别市 中区 世宗大路 99","首尔特别市 中区 世宗大路 99"
4,2,4B,2,国立现代美术馆德寿宫馆,37.56593843,126.9737401,"首尔特别市 中区 世宗大路 99","首尔特别市 中区 世宗大路 99"
4,2,4B,3,文化站首尔284,37.55587561,126.9716273,"首尔特别市 中区 统一路 1","首尔特别市 中区 统一路 1"
4,2,4B,4,首尔图书馆,37.56625644,126.977928,"首尔特别市 中区 世宗大路 110","首尔特别市 中区 世宗大路 110"
4,2,4B,5,光化门店,37.5713663,126.9749834,"首尔特别市 钟路区 新门内路5街 12","首尔特别市 钟路区 新门内路5街 12"
4,3,4C,1,首尔汉阳都城 (骆山),37.58079664,127.0086358,"首尔特别市 城北区 三仙洞1街",
4,3,4C,2,骆山公园夜景,37.57798558,127.0081306,"首尔特别市 钟路区 骆山城郭西1街 18-26","首尔特别市 钟路区 骆山城郭西1街 18-26"
4,3,4C,3,兴仁之门,37.57114151,127.0095719,"首尔特别市 钟路区 钟路 288","首尔特别市 钟路区 钟路 288"
4,3,4C,4,清溪川夜景,37.55366459,127.0193069,"首尔特别市 铜雀区 铜雀大路1街 7","首尔特别市 铜雀区 铜雀大路1街 7"
4,3,4C,5,东大门一只鸡 (餐厅),37.56785914,127.0573918,"首尔特别市 钟路区 钟路40街 25","首尔特别市 钟路区 钟路40街 25"
4,4,4D,1,西大门刑务所历史馆,37.57450354,126.9563153,"首尔特别市 西大门区 统一路 251","首尔特别市 西大门区 统一路 251"
4,4,4D,2,京桥庄,37.56836251,126.9680524,"首尔特别市 钟路区 新门内路 29","首尔特别市 钟路区 新门内路 29"
4,4,4D,3,安重根义士纪念馆,37.55352399,126.9804079,"首尔特别市 中区 素月路 91","首尔特别市 中区 素月路 91"
4,4,4D,4,青瓦台,37.5826761,126.9732338,"首尔特别市 钟路区 孝子路13街 45","首尔特别市 钟路区 孝子路13街 45"
4,4,4D,5,忠正路韩式套餐/刀削面 (餐厅),37.56326688,126.99133,"首尔特别市 中区 退溪路27街 46","首尔特别市 中区 退溪路27街 46"
5,1,5A,1,弘大 K-Beauty 美妆课,37.5509256,126.9214656,"首尔特别市 麻浦区 西桥洞 363-16","首尔特别市 麻浦区 西桥洞 363-16"
5,1,5A,2,三岔口肉铺 (弘大),37.54176171,127.1348961,"首尔特别市 江东区 千中路32街 25","首尔特别市 江东区 千中路32街 25"
5,1,5A,3,SM Universe 舞蹈课,37.49821308,127.0684549,"首尔特别市 江南区 永东大路 217","首尔特别市 江南区 永东大路 217"
5,1,5A,4,清潭谷 (江南),37.52274667,127.0434215,"首尔特别市 江南区 宣陵路148街 48","首尔特别市 江南区 宣陵路148街 48"
5,2,5B,1,乐天世界塔SEOUL SKY,37.51254232,127.1025465,"首尔特别市 松坡区 奥林匹克路 300","首尔特别市 松坡区 奥林匹克路 300"
5,2,5B,2,石村湖,37.50768073,127.0991128,"首尔特别市 松坡区 蚕室洞 47",
5,2,5B,3,SMTOWN &STORE (乐天世界购物中心),37.54425056,127.0442362,"首尔特别市 城东区 往十里路 83-21","首尔特别市 城东区 往十里路 83-21"
5,2,5B,4,乐天世界购物中心,37.51260448,127.1025556,"首尔特别市 松坡区 奥林匹克路 300","首尔特别市 松坡区 奥林匹克路 300"
5,2,5B,5,百济参鸡汤/美食广场 (餐厅),37.53635612,127.0037077,"首尔特别市 龙山区 汉南大路 91","首尔特别市 龙山区 汉南大路 91"
5,3,5C,1,国立中央博物馆,37.52384681,126.980203,"首尔特别市 龙山区 西冰库路 137","首尔特别市 龙山区 西冰库路 137"
5,3,5C,2,梨泰院街,37.53908841,126.9891264,"首尔特别市 龙山区 梨泰院洞 119-23",
5,3,5C,3,韩一馆午餐/南营站韩式套餐 (餐厅),37.57358484,126.9884875,"首尔特别市 钟路区 三一大路28街 9","首尔特别市 钟路区 三一大路28街 9"
5,4,5D,1,景福宫拍照,37.57919006,126.9822816,"首尔特别市 麻浦区 东桥路46街 40","首尔特别市 麻浦区 东桥路46街 40"
5,4,5D,2,北村韩屋村,37.58176815,126.9848125,"首尔特别市 钟路区 北村路 53","首尔特别市 钟路区 北村路 53"
5,4,5D,3,仁寺洞森吉街,37.57435206,126.9847313,"首尔特别市 钟路区 仁寺洞街 44","首尔特别市 钟路区 仁寺洞街 44"
5,4,5D,4,教保文库HOTTRACKS (光化门店),37.57061725,126.9778633,"首尔特别市 钟路区 钟路 1","首尔特别市 钟路区 钟路 1"
5,4,5D,5,三清洞疙瘩汤/五世界香 (餐厅),37.57466657,126.9852407,"首尔特别市 钟路区 仁寺洞12街 14-5","首尔特别市 钟路区 仁寺洞12街 14-5"
5,5,5E,1,弘大自由市场/街头表演,37.54869202,126.9204893,"首尔特别市 麻浦区 西桥洞 365-29",
5,5,5E,2,Beatroad,37.55245682,126.9211292,"首尔特别市 麻浦区 小公园路6街 35","首尔特别市 麻浦区 小公园路6街 35"
5,5,5E,3,Primo Bacio Baci (咖啡厅),37.55478399,126.9237037,"首尔特别市 麻浦区 卧牛山路23街 44","首尔特别市 麻浦区 卧牛山路23街 44"
